,Unnamed: 0,Date,Name,Place,URL,min_temp,max_temp,uv_index,weather_desc
429,429,sam. 01.05.2004,"Sihltaler Frühlingslauf, Gattikon",Gattikon,http://services.datasport.com/2004/lauf/sihltaler,,,,
430,430,dim. 27.06.2004,"Aletsch-Halbmarathon, Bettmeralp",Bettmeralp,http://services.datasport.com/2004/lauf/gletscherlauf,,,,
431,431,sam. 26.06.2004,"Graubünden Marathon/Walking, Lenzerheide",Lenzerheide/Lai,http://services.datasport.com/2004/lauf/grmarathon,,,,
432,432,sam. 26.06.2004,Hellebardenlauf Sempach,Sempach Stadt,http://services.datasport.com/2004/lauf/sempach,,,,
433,433,mar. 22.06.2004,"Töss-Stafette, Winterthur",Winterthur,http://services.datasport.com/2004/lauf/toess,,,,
434,434,sam. 19.06.2004,"Wylandlauf, Andelfingen",Andelfingen,http://services.datasport.com/2004/zkb/wyland,,,,
435,435,dim. 13.06.2004,Schweizer Frauenlauf Bern,Bern,http://services.datasport.com/2004/lauf/frauenlauf,,,,
436,436,ven. 11.06.2004,"Bieler Lauftage, Biel/Bienne",Biel/Bienne,http://services.datasport.com/2004/lauf/biel,,,,
437,437,ven. 04.06.2004,Churer Lauf Parade,Chur,http://services.datasport.com/2004/lauf/chur,,,,
438,438,ven. 23.07.2004,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2004/lauf/aegeri,,,,
439,439,sam. 03.07.2004,"Zermatt Marathon, Zermatt",Zermatt,http://services.datasport.com/2004/lauf/zermattmarathon,,,,
440,440,dim. 29.08.2004,"Engadiner Sommerlauf, Samedan",Bever,http://services.datasport.com/2004/lauf/engadin,,,,
441,441,dim. 29.08.2004,"Rheinfall-Lauf, Neuhausen",Neuhausen am Rheinfall,http://services.datasport.com/2004/lauf/rheinfall,,,,
442,442,sam. 28.08.2004,Frauenfelder Stadtlauf,Frauenfeld,http://services.datasport.com/2004/lauf/frauenfeld,,,,
443,443,sam. 28.08.2004,Herbstlauf Muri AG,Muri AG,http://services.datasport.com/2004/lauf/herbstlauf,,,,
444,444,sam. 28.08.2004,"Rund um den Bielersee, RUBI",Biel/Bienne,http://services.datasport.com/2004/lauf/rubi,,,,
445,445,mer. 25.08.2004,Tour du Pays de Vaud etape 2 - Le Mont sur Lausanne,Yverdon-les-Bains,http://services.datasport.com/2004/lauf/tdpv/etape2,,,,
446,446,dim. 22.08.2004,"Internationaler Matterhornlauf, Zermatt",Zermatt,http://services.datasport.com/2004/lauf/matterhorn,,,,
447,447,dim. 22.08.2004,"Glarner Grenzlauf, Netstal",Netstal,http://services.datasport.com/2004/lauf/grenzlauf,,,,
448,448,sam. 21.08.2004,"Inferno Halbmarathon, Mürren",Mürren,http://services.datasport.com/2004/tri/inferno,,,,
449,449,ven. 20.08.2004,"Défi Val-de-Travers Kids, Couvet",Couvet,http://services.datasport.com/2004/lauf/defi_kids,,,,
450,450,ven. 20.08.2004,"Défi Val-de-Travers, Couvet",Couvet,http://services.datasport.com/2004/lauf/defi,,,,
451,451,mer. 18.08.2004,Tour du Pays de Vaud etape 1 - Payerne,Payerne,http://services.datasport.com/2004/lauf/tdpv/etape1,,,,
452,452,dim. 08.08.2004,"Sierre-Zinal, Sierre",Sierre,http://services.datasport.com/2004/lauf/zinal,,,,
453,453,dim. 01.08.2004,"Course pédestre Thyon-Dixence, Thyon",Thyon-Les Collons,http://services.datasport.com/2004/lauf/thyon,,,,
454,454,dim. 26.09.2004,"Pfäffikerseelauf, Wetzikon",Wetzikon ZH,http://services.datasport.com/2004/zkb/pfaeffiker,,,,
455,455,sam. 25.09.2004,"Championnat Suisse des 10km route, Saxon",Saxon,http://services.datasport.com/2004/lauf/saxon,,,,
456,456,sam. 25.09.2004,A travers Carouge - Run to Run,Carouge GE,http://services.datasport.com/2004/lauf/carouge,,,,
457,457,dim. 19.09.2004,"Course en fôret, Romont",Romont FR,http://services.datasport.com/2004/lauf/romont,,,,
458,458,sam. 18.09.2004,"Int Greifenseelauf, Uster",Uster,http://services.datasport.com/2004/lauf/Greifenseelauf,,,,
459,459,sam. 18.09.2004,St. Galler Altstadtlauf,St. Gallen,http://services.datasport.com/2004/lauf/gallen,,,,
460,460,ven. 17.09.2004,Tour du Pays de Vaud etape 5 - Cully,Yens,http://services.datasport.com/2004/lauf/tdpv/etape5,,,,
461,461,dim. 12.09.2004,Sommer-Gommerlauf,Münster VS,http://services.datasport.com/2004/lauf/gommer,,,,
462,462,sam. 11.09.2004,"Jungfrau-Marathon, Interlaken",Interlaken,http://services.datasport.com/2004/lauf/jungfrau,,,,
463,463,sam. 11.09.2004,"Münsiger-Louf, Münsingen",Münsingen,http://services.datasport.com/2004/lauf/muensingen,,,,
464,464,sam. 11.09.2004,Altstätter Städtlilauf,Altstätten SG,http://services.datasport.com/2004/lauf/altstaeter,,,,
465,465,sam. 11.09.2004,"Burgdorfer Stadtlauf, Burgdorf",Burgdorf,http://services.datasport.com/2004/lauf/burgdorf,,,,
466,466,sam. 11.09.2004,Türlerseelauf Affoltern am Albis,Affoltern am Albis,http://services.datasport.com/2004/zkb/affoltern,,,,
467,467,ven. 10.09.2004,"Jungfrau Minirun + Minimarathon, Interlaken",Interlaken,http://services.datasport.com/2004/lauf/jmprolog,,,,
468,468,mer. 08.09.2004,Tour du Pays de Vaud etape 4 - Chavornay,Chavornay,http://services.datasport.com/2004/lauf/tdpv/etape4,,,,
469,469,dim. 05.09.2004,"Thuner Stadtlauf, Thun",Thun,http://services.datasport.com/2004/lauf/thunstadt,,,,
470,470,dim. 05.09.2004,"Panoramalauf, Richterswil",Richterswil,http://services.datasport.com/2004/zkb/panorama,,,,
471,471,mer. 01.09.2004,Tour du Pays de Vaud etape 3 - L’Isle,La Sarraz,http://services.datasport.com/2004/lauf/tdpv/etape3,,,,
472,472,sam. 30.10.2004,Basler Marathon-Tage,Basel,http://services.datasport.com/2004/lauf/bamar,,,,
473,473,dim. 24.10.2004,Lausanne Marathon,Lausanne,http://services.datasport.com/2004/lauf/lamara,,,,
474,474,dim. 17.10.2004,Run Evasion Rhône  RER,Genève,http://services.datasport.com/2004/lauf/rer/,,,,
475,475,sam. 16.10.2004,"Üetliberglauf, Zürich",Zürich,http://services.datasport.com/2004/zkb/uetliberg,,,,
476,476,dim. 10.10.2004,"Brienzerseelauf, Bönigen",Bönigen b. Interlaken,http://services.datasport.com/2004/lauf/brienzer,,,,
477,477,dim. 10.10.2004,Schlosslauf Rapperswil-Jona,Rapperswil SG,http://services.datasport.com/2004/lauf/schloss,,,,
478,478,sam. 09.10.2004,"Hallwilerseelauf, Beinwil am See",Beinwil am See,http://services.datasport.com/2004/lauf/hallwil,,,,
479,479,dim. 03.10.2004,Morat-Fribourg,Murten,http://services.datasport.com/2004/lauf/morat,,,,
480,480,dim. 28.11.2004,"Int. Bieler Cross, Biel-Bienne",Biel/Bienne,http://services.datasport.com/2004/lauf/bielercross,,,,
481,481,sam. 27.11.2004,Basler Stadtlauf,Basel,http://services.datasport.com/2004/lauf/basel,,,,
482,482,dim. 21.11.2004,Frauenfelder,Frauenfeld,http://services.datasport.com/2004/waffenlauf/frauenfelder,,,,
483,483,sam. 20.11.2004,Langenthaler Stadtlauf,Langenthal,http://services.datasport.com/2004/lauf/langenthal,,,,
484,484,dim. 14.11.2004,"Maratona Ticino, Tenero",Tenero,http://services.datasport.com/2004/lauf/tenero,,,,
485,485,sam. 13.11.2004,"Glarner Stadtlauf, Glarus",Glarus,http://services.datasport.com/2004/lauf/glarus,,,,
486,486,dim. 07.11.2004,"Gurtenclassic, Wabern",Wabern,http://services.datasport.com/2004/lauf/gurten,,,,
487,487,dim. 07.11.2004,"Walliseller Lauf, Wallisellen",Wallisellen,http://services.datasport.com/2004/lauf/wallisellen,,,,
488,488,sam. 06.11.2004,"Kyburglauf, Kyburg",Kyburg,http://services.datasport.com/2004/lauf/kyburg,,,,
489,489,ven. 31.12.2004,Gippinger Stauseelauf,Leuggern,http://services.datasport.com/2004/lauf/gippingen,,,,
490,490,dim. 12.12.2004,"Zürcher Silvesterlauf, Zürich",Zürich,http://services.datasport.com/2004/lauf/silvester,,,,
491,491,dim. 05.12.2004,"Steinhölzlilauf, Liebefeld",Liebefeld,http://services.datasport.com/2004/lauf/steinhlzli,,,,
492,492,sam. 04.12.2004,"Course de l'Escalade, Genève",Genève,http://services.datasport.com/2004/lauf/escalade,,,,
493,493,sam. 04.12.2004,Gossauer Weihnachtslauf,Gossau SG,http://services.datasport.com/2004/lauf/gossau,,,,
494,494,dim. 30.01.2005,Solidaritätslauf in Altdorf,Altdorf UR,http://services.datasport.com/2005/lauf/solidar,,,,
495,495,sam. 08.01.2005,"Dietiker Neujahrslauf, Dietikon",Dietikon,http://services.datasport.com/2005/zkb/zhneujahr,,,,
496,496,sam. 01.01.2005,"Neujahrsmarathon Zürich, Schlieren",Schlieren,http://services.datasport.com/2005/lauf/neujahrsmarathon/,,,,
497,497,sam. 26.02.2005,ASICS Bremgarter Reusslauf,Bremgarten AG,http://services.datasport.com/2005/lauf/reuss,,,,
498,498,lun. 28.03.2005,"Giro Media Blenio, Dongio",Dongio,http://services.datasport.com/2005/lauf/blenio,,,,
499,499,sam. 26.03.2005,"GP Fricktal, Eiken",Eiken,http://services.datasport.com/2005/lauf/eiken,,,,
500,500,sam. 19.03.2005,Kerzerslauf,Kerzers,http://services.datasport.com/2005/lauf/kerzers,,,,
501,501,sam. 19.03.2005,Männedörfler Waldlauf,Männedorf,http://services.datasport.com/2005/zkb/maennedorf,,,,
502,502,sam. 05.03.2005,Laufsporttag Winterthur,Winterthur,http://services.datasport.com/2005/zkb/winterthur,,,,
503,503,sam. 30.04.2005,Luzerner Stadtlauf,Luzern,http://services.datasport.com/2005/lauf/luzern,,,,
504,504,mer. 27.04.2005,BCN Tour Bevaix,Chézard-St-Martin,http://services.datasport.com/2005/lauf/tdcn/etape2,,,,
505,505,dim. 24.04.2005,"Wiedlisbacher Läufe, Wiedlisbach",Wiedlisbach,http://services.datasport.com/2005/waffenlauf/wiedlisbacher,,,,
506,506,sam. 23.04.2005,20km de Lausanne,Lausanne,http://services.datasport.com/2005/lauf/km20,,,,
507,507,sam. 23.04.2005,"Chäsitzerlouf, Kehrsatz",Kehrsatz,http://services.datasport.com/2005/lauf/kehrsatz,,,,
508,508,mer. 20.04.2005,BCN Tour Couvet,Colombier NE,http://services.datasport.com/2005/lauf/tdcn/etape1,,,,
509,509,sam. 16.04.2005,GP der Stadt Dübendorf,Dübendorf,http://services.datasport.com/2005/zkb/gpduebendorf,,,,
510,510,sam. 16.04.2005,"Rotseelauf, Ebikon",Ebikon,http://services.datasport.com/2005/lauf/rotsee,,,,
511,511,sam. 09.04.2005,"Badener Limmat-Lauf, Baden",Baden,http://services.datasport.com/2005/lauf/baden,,,,
512,512,dim. 03.04.2005,"Zürich Marathon, Teamrun und Cityrun",Zürich,http://services.datasport.com/2005/lauf/zuerich,,,,
513,513,sam. 28.05.2005,"Course des 2 Bains, Saillon/Ovronnaz",Saillon,http://services.datasport.com/2005/lauf/2bains,,,,
514,514,sam. 28.05.2005,Lenzburger Lauf,Lenzburg,http://services.datasport.com/2005/lauf/lburger,,,,
515,515,mer. 25.05.2005,BCN Tour Neuchâtel,Neuchâtel,http://services.datasport.com/2005/lauf/tdcn/etape6,,,,
516,516,sam. 21.05.2005,Zumiker-Lauf,Zumikon,http://services.datasport.com/2005/zkb/zumiker,,,,
517,517,sam. 21.05.2005,Fläckelauf Beromünster,Beromünster,http://services.datasport.com/2005/lauf/flaeckelauf,,,,
518,518,mer. 18.05.2005,BCN Tour Les Verrières,Couvet,http://services.datasport.com/2005/lauf/tdcn/etape5,,,,
519,519,sam. 14.05.2005,Pfingstlauf Wohlen AG,Wohlen AG,http://services.datasport.com/2005/lauf/wohlen,,,,
520,520,mer. 11.05.2005,BCN Tour Cully,La Chaux-de-Fonds,http://services.datasport.com/2005/lauf/tdcn/etape4,,,,
521,521,jeu. 05.05.2005,"Flughafenlauf, Kloten",Kloten,http://services.datasport.com/2005/zkb/flughafen,,,,
522,522,mer. 04.05.2005,BCN Tour La Chaux-de-Fonds,Les Ponts-de-Martel,http://services.datasport.com/2005/lauf/tdcn/etape3,,,,
523,523,dim. 01.05.2005,"Sihltaler Frühlingslauf, Gattikon",Gattikon,http://services.datasport.com/2005/lauf/sihltaler,,,,
524,524,dim. 26.06.2005,"Aletsch-Halbmarathon, Bettmeralp",Bettmeralp,http://services.datasport.com/2005/lauf/gletscherlauf,,,,
525,525,dim. 26.06.2005,Montreux - Les Rochers de Naye,Montreux,http://services.datasport.com/2005/lauf/montreux,,,,
526,526,sam. 25.06.2005,"Graubünden Marathon/Walking, Lenzerheide",Lenzerheide/Lai,http://services.datasport.com/2005/lauf/grmarathon,,,,
527,527,sam. 25.06.2005,Hellebardenlauf Sempach,Sempach Stadt,http://services.datasport.com/2005/lauf/sempach,,,,
528,528,sam. 18.06.2005,"Wylandlauf, Andelfingen",Andelfingen,http://services.datasport.com/2005/zkb/wyland,,,,
529,529,ven. 17.06.2005,"Bieler Lauftage, Biel/Bienne",Biel/Bienne,http://services.datasport.com/2005/lauf/biel,,,,
530,530,dim. 12.06.2005,Schweizer Frauenlauf Bern,Bern,http://services.datasport.com/2005/lauf/frauenlauf,,,,
531,531,dim. 12.06.2005,"Innerschweizer Nordic Walking-Event, Küssnacht a. Rigi",Küssnacht am Rigi,http://services.datasport.com/2005/lauf/innerschweiz,,,,
532,532,ven. 03.06.2005,Churer Lauf Parade,Chur,http://services.datasport.com/2005/lauf/chur,,,,
533,533,ven. 22.07.2005,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2005/lauf/aegeri,,,,
534,534,sam. 09.07.2005,"Engelbergertal Trophy, Engelberg",Engelberg,http://services.datasport.com/2005/diverse/trophy,,,,
535,535,sam. 02.07.2005,"Zermatt Marathon, Zermatt",Zermatt,http://services.datasport.com/2005/lauf/zermattmarathon,,,,
536,536,mer. 31.08.2005,Tour du Pays de Vaud etape 3 - L’Isle,La Sarraz,http://services.datasport.com/2005/lauf/tdpv/etape5,,,,
537,537,dim. 28.08.2005,Basel City Marathon,Basel,http://services.datasport.com/2005/lauf/baselcitymarathon,,,,
538,538,dim. 28.08.2005,"Thuner Stadtlauf, Thun",Thun,http://services.datasport.com/2005/lauf/thunstadt,,,,
539,539,dim. 28.08.2005,"Engadiner Sommerlauf, Samedan",Bever,http://services.datasport.com/2005/lauf/engadin,,,,
540,540,dim. 28.08.2005,Alpenmarathon / Marathon des Alpages,Anzère,http://services.datasport.com/2005/lauf/maraalp/,,,,
541,541,dim. 28.08.2005,"Rheinfall-Lauf, Neuhausen",Neuhausen am Rheinfall,http://services.datasport.com/2005/lauf/rheinfall,,,,
542,542,sam. 27.08.2005,Frauenfelder Stadtlauf,Frauenfeld,http://services.datasport.com/2005/lauf/frauenfeld,,,,
543,543,sam. 27.08.2005,Herbstlauf Muri AG,Muri AG,http://services.datasport.com/2005/lauf/herbstlauf,,,,
544,544,sam. 27.08.2005,"Rund um den Bielersee, RUBI",Biel/Bienne,http://services.datasport.com/2005/lauf/rubi,,,,
545,545,mer. 24.08.2005,Tour du Pays de Vaud etape 2 - Le Mont sur Lausanne,Yverdon-les-Bains,http://services.datasport.com/2005/lauf/tdpv/lemont/,,,,
546,546,dim. 21.08.2005,"Internationaler Matterhornlauf, Zermatt",Zermatt,http://services.datasport.com/2005/lauf/matterhorn,,,,
547,547,sam. 20.08.2005,"Inferno Halbmarathon, Mürren",Mürren,http://services.datasport.com/2005/tri/inferno,,,,
548,548,ven. 19.08.2005,"Défi Val-de-Travers, Couvet",Couvet,http://services.datasport.com/2005/lauf/defi,,,,
549,549,mer. 17.08.2005,Tour du Pays de Vaud etape 1 - Payerne,Payerne,http://services.datasport.com/2005/lauf/tdpv/payerne,,,,
550,550,dim. 14.08.2005,"Sierre-Zinal, Sierre",Sierre,http://services.datasport.com/2005/lauf/zinal,,,,
551,551,sam. 13.08.2005,"Münsiger-Louf, Münsingen",Münsingen,http://services.datasport.com/2005/lauf/muensingen,,,,
552,552,dim. 07.08.2005,"Course pédestre Thyon-Dixence, Thyon",Thyon-Les Collons,http://services.datasport.com/2005/lauf/thyon,,,,
553,553,dim. 25.09.2005,"Pfäffikerseelauf, Wetzikon",Wetzikon ZH,http://services.datasport.com/2005/zkb/pfaeffiker,,,,
554,554,dim. 25.09.2005,"Züri walkt, Zürich",Zürich,http://services.datasport.com/2005/lauf/zueriwalkt,,,,
555,555,dim. 25.09.2005,"Engadin Walking Day, Pontresina",Pontresina,http://services.datasport.com/2005/lauf/ewalk/,,,,
556,556,sam. 24.09.2005,"SM 10km Strasse, Biel",Biel/Bienne,http://services.datasport.com/2005/lauf/smbiel,,,,
557,557,sam. 24.09.2005,A travers Carouge - Run to Run,Carouge GE,http://services.datasport.com/2005/lauf/carouge,,,,
558,558,dim. 18.09.2005,"Course en fôret, Romont",Romont FR,http://services.datasport.com/2005/lauf/romont,,,,
559,559,sam. 17.09.2005,"Int Greifenseelauf, Uster",Uster,http://services.datasport.com/2005/lauf/Greifenseelauf,,,,
560,560,sam. 17.09.2005,St. Galler Altstadtlauf,St. Gallen,http://services.datasport.com/2005/lauf/gallen,,,,
561,561,ven. 16.09.2005,Tour du Pays de Vaud etape 5 - Cully,Yens,http://services.datasport.com/2005/lauf/tdpv-printanier/etape4,,,,
562,562,dim. 11.09.2005,Sommer-Gommerlauf,Münster VS,http://services.datasport.com/2005/lauf/gommer,,,,
563,563,sam. 10.09.2005,"Jungfrau-Marathon, Interlaken",Interlaken,http://services.datasport.com/2005/lauf/jungfrau,,,,
564,564,sam. 10.09.2005,Altstätter Städtlilauf,Altstätten SG,http://services.datasport.com/2005/lauf/altstaeter,,,,
565,565,sam. 10.09.2005,"Burgdorfer Stadtlauf, Burgdorf",Burgdorf,http://services.datasport.com/2005/lauf/burgdorf,,,,
566,566,sam. 10.09.2005,Türlerseelauf Affoltern am Albis,Affoltern am Albis,http://services.datasport.com/2005/zkb/affoltern,,,,
567,567,ven. 09.09.2005,"Jungfrau Minirun + Minimarathon, Interlaken",Interlaken,http://services.datasport.com/2005/lauf/jmprolog,,,,
568,568,mer. 07.09.2005,Tour du Pays de Vaud etape 4 - Chavornay,Chavornay,http://services.datasport.com/2005/lauf/tdpv/chavornay,,,,
569,569,dim. 04.09.2005,"Panoramalauf, Richterswil",Richterswil,http://services.datasport.com/2005/zkb/panorama,,,,
570,570,dim. 04.09.2005,"Glarner Grenzlauf, Netstal",Netstal,http://services.datasport.com/2005/lauf/grenzlauf,,,,
571,571,sam. 29.10.2005,Basler Marathon-Tage,Basel,http://services.datasport.com/2005/lauf/bamar,,,,
572,572,dim. 23.10.2005,Lausanne Marathon,Lausanne,http://services.datasport.com/2005/lauf/lamara,,,,
573,573,sam. 22.10.2005,"Üetliberglauf, Zürich",Zürich,http://services.datasport.com/2005/zkb/uetliberg,,,,
574,574,dim. 16.10.2005,"Brienzerseelauf, Bönigen",Bönigen b. Interlaken,http://services.datasport.com/2005/lauf/brienzer,,,,
575,575,sam. 15.10.2005,"Hallwilerseelauf, Beinwil am See",Beinwil am See,http://services.datasport.com/2005/lauf/hallwil,,,,
576,576,dim. 09.10.2005,Schlosslauf Rapperswil-Jona,Rapperswil SG,http://services.datasport.com/2005/lauf/schloss,,,,
577,577,dim. 02.10.2005,Morat-Fribourg,Murten,http://services.datasport.com/2005/lauf/morat,,,,
578,578,dim. 02.10.2005,Neeracher Kinder- und Jugendlauf,Neerach,http://services.datasport.com/2005/lauf/neerach,,,,
579,579,dim. 27.11.2005,"Int. Bieler Cross, Biel-Bienne",Biel/Bienne,http://services.datasport.com/2005/lauf/bielercross,,,,
580,580,sam. 26.11.2005,Basler Stadtlauf,Basel,http://services.datasport.com/2005/lauf/basel,,,,
581,581,dim. 20.11.2005,Frauenfelder,Frauenfeld,http://services.datasport.com/2005/waffenlauf/frauenfelder,,,,
582,582,sam. 19.11.2005,"Corrida Bulloise, Bulle",Bulle,http://services.datasport.com/2005/lauf/corrida,,,,
583,583,sam. 19.11.2005,Langenthaler Stadtlauf,Langenthal,http://services.datasport.com/2005/lauf/langenthal,,,,
584,584,sam. 19.11.2005,"Dérupe Vercorin, Vercorin",Vercorin,http://services.datasport.com/2005/lauf/derupe,,,,
585,585,dim. 13.11.2005,"Maratona Ticino, Tenero",Tenero,http://services.datasport.com/2005/lauf/tenero,,,,
586,586,sam. 12.11.2005,"Glarner Stadtlauf, Glarus",Glarus,http://services.datasport.com/2005/lauf/glarus,,,,
587,587,sam. 12.11.2005,"Kyburglauf, Kyburg",Kyburg,http://services.datasport.com/2005/lauf/kyburg,,,,
588,588,dim. 06.11.2005,"Walliseller Lauf, Wallisellen",Wallisellen,http://services.datasport.com/2005/lauf/wallisellen,,,,
589,589,dim. 06.11.2005,"Gurtenclassic, Wabern",Wabern,http://services.datasport.com/2005/lauf/gurten,,,,
590,590,sam. 31.12.2005,Gippinger Stauseelauf,Leuggern,http://services.datasport.com/2005/lauf/gippingen,,,,
591,591,dim. 11.12.2005,"Zürcher Silvesterlauf, Zürich",Zürich,http://services.datasport.com/2005/lauf/silvester,,,,
592,592,sam. 10.12.2005,Course Titzé de noël Sion,Sion,http://services.datasport.com/2005/lauf/sion,,,,
593,593,dim. 04.12.2005,"Steinhölzlilauf, Liebefeld",Liebefeld,http://services.datasport.com/2005/lauf/steinhlzli,,,,
594,594,sam. 03.12.2005,"Course de l'Escalade, Genève",Genève,http://services.datasport.com/2005/lauf/escalade,,,,
595,595,sam. 03.12.2005,Gossauer Weihnachtslauf,Gossau SG,http://services.datasport.com/2005/lauf/gossau,,,,
596,596,sam. 14.01.2006,"Dietiker Neujahrslauf, Dietikon",Dietikon,http://services.datasport.com/2006/zkb/zhneujahr,,,,
