,Unnamed: 0,Date,Name,Place,URL,min_temp,max_temp,uv_index,weather_desc
1159,1159,ven. 23.07.2010,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2010/lauf/aegeri,,,,
1160,1160,dim. 11.07.2010,Montreux - Les Rochers de Naye,Montreux,http://services.datasport.com/2010/lauf/montreux,18.0,23.0,0.0,Patchy rain possible
1161,1161,sam. 10.07.2010,"Zermatt Marathon, Zermatt",Zermatt,http://services.datasport.com/2010/lauf/zermattmarathon,10.0,19.0,0.0,Moderate or heavy rain with thunder
1162,1162,sam. 03.07.2010,"Trail Verbier Saint-Bernard, Verbier",Verbier,http://services.datasport.com/2010/lauf/verbier,12.0,17.0,0.0,Moderate or heavy rain with thunder
1163,1163,dim. 29.08.2010,"Rheinfall-Lauf, Neuhausen",Neuhausen am Rheinfall,http://services.datasport.com/2010/lauf/rheinfall,8.0,17.0,0.0,Partly cloudy
1164,1164,dim. 29.08.2010,Run&Walk; Event Rothenburg,Rothenburg,http://services.datasport.com/2010/lauf/fitevent,10.0,16.0,0.0,Partly cloudy
1165,1165,sam. 28.08.2010,Frauenfelder Stadtlauf,Frauenfeld,http://services.datasport.com/2010/lauf/frauenfeld,13.0,15.0,0.0,Light rain shower
1166,1166,mer. 25.08.2010,Tour du pays de Vaud #3 - Mezières,Chavornay,http://services.datasport.com/2010/lauf/tdpv/etape4,11.0,23.0,0.0,Clear
1167,1167,mer. 25.08.2010,Liestaler Stadtlauf,Liestal,http://services.datasport.com/2010/lauf/liestal,11.0,22.0,0.0,Sunny
1168,1168,dim. 22.08.2010,"Engadiner Sommerlauf, Samedan",Bever,http://services.datasport.com/2010/lauf/engadin,18.0,26.0,0.0,Light rain shower
1169,1169,dim. 22.08.2010,"Thuner Stadtlauf, Thun",Thun,http://services.datasport.com/2010/lauf/thunstadt,11.0,29.0,0.0,Clear
1170,1170,dim. 22.08.2010,10-Meilen Laufen,Laufen,http://services.datasport.com/2010/lauf/laufen,20.0,29.0,0.0,Clear
1171,1171,sam. 21.08.2010,"Internationaler Matterhornlauf, Zermatt",Zermatt,http://services.datasport.com/2010/lauf/matterhorn,7.0,21.0,0.0,Patchy light rain with thunder
1172,1172,sam. 21.08.2010,"Mountainman, Titlis-Hasliberg-Pilatus",Sarnen,http://services.datasport.com/2010/lauf/mountainman,12.0,25.0,0.0,Patchy rain possible
1173,1173,mer. 18.08.2010,Tour du Pays de Vaud #2 - Genolier,Mézières VD,http://services.datasport.com/2010/lauf/tdpv/etape2,9.0,18.0,0.0,Patchy light drizzle
1174,1174,mer. 18.08.2010,Emmenlauf Utzenstorf,Utzenstorf,http://services.datasport.com/2010/lauf/emme,12.0,19.0,0.0,Patchy rain possible
1175,1175,dim. 15.08.2010,"crossrun, Therwil",Therwil,http://services.datasport.com/2010/lauf/crossrun,13.0,17.0,0.0,Heavy rain
1176,1176,sam. 14.08.2010,"Münsiger-Louf, Münsingen",Münsingen,http://services.datasport.com/2010/lauf/muensingen,14.0,22.0,0.0,Sunny
1177,1177,mer. 11.08.2010,Tour du pays de Vaud #1 – St. Prex,Yverdon-les-Bains,http://services.datasport.com/2010/lauf/tdpv/etape3,13.0,24.0,0.0,Patchy rain possible
1178,1178,dim. 08.08.2010,"Sierre-Zinal, Sierre",Sierre,http://services.datasport.com/2010/lauf/zinal,7.0,18.0,0.0,Sunny
1179,1179,sam. 07.08.2010,"Glacier 3000 Run, Gstaad",Gstaad,http://services.datasport.com/2010/lauf/glacier3000,6.0,19.0,0.0,Mist
1180,1180,dim. 01.08.2010,"Course pédestre Thyon-Dixence, Thyon",Thyon-Les Collons,http://services.datasport.com/2010/lauf/thyon,26.0,32.0,0.0,Clear
1181,1181,dim. 26.09.2010,"Pfäffikerseelauf, Wetzikon",Wetzikon ZH,http://services.datasport.com/2010/zkb/pfaeffiker,6.0,8.0,0.0,Patchy rain possible
1182,1182,dim. 26.09.2010,"Stralugano, Lugano",Lugano,http://services.datasport.com/2010/lauf/stralugano,3.0,18.0,0.0,Clear
1183,1183,dim. 26.09.2010,Neeracher Kinder- und Jugendlauf,Neerach,http://services.datasport.com/2010/lauf/neerach,3.0,13.0,0.0,Fog
1184,1184,sam. 25.09.2010,A travers Carouge - Run to Run,Carouge GE,http://services.datasport.com/2010/lauf/carouge,8.0,11.0,0.0,Moderate rain
1185,1185,sam. 25.09.2010,"Willisauer Lauf, Willisau",Willisau,http://services.datasport.com/2010/lauf/willisau,6.0,9.0,0.0,Moderate rain
1186,1186,sam. 18.09.2010,"Int Greifenseelauf, Uster",Uster,http://services.datasport.com/2010/lauf/Greifenseelauf,8.0,14.0,0.0,Partly cloudy
1187,1187,dim. 12.09.2010,IWB Basel Marathon,Basel,http://services.datasport.com/2010/lauf/runtothebeat,12.0,23.0,0.0,Moderate or heavy rain shower
1188,1188,sam. 11.09.2010,"Jungfrau-Marathon, Interlaken",Interlaken,http://services.datasport.com/2010/lauf/jungfrau,6.0,16.0,0.0,Mist
1189,1189,sam. 11.09.2010,Altstätter Städtlilauf,Altstätten SG,http://services.datasport.com/2010/lauf/altstaeter,5.0,21.0,0.0,Clear
1190,1190,sam. 11.09.2010,Türlerseelauf Affoltern am Albis,Affoltern am Albis,http://services.datasport.com/2010/zkb/affoltern,12.0,20.0,0.0,Clear
1191,1191,sam. 11.09.2010,"Burgdorfer Stadtlauf, Burgdorf",Burgdorf,http://services.datasport.com/2010/lauf/burgdorf,12.0,23.0,0.0,Partly cloudy
1192,1192,ven. 10.09.2010,"Jungfrau Minirun + Minimarathon, Interlaken",Interlaken,http://services.datasport.com/2010/lauf/jmprolog,4.0,13.0,0.0,Fog
1193,1193,mer. 08.09.2010,Tour du Pays de Vaud #5 - La Sarraz,Penthaz,http://services.datasport.com/2010/lauf/tdpv/etape1,,,,
1194,1194,sam. 04.09.2010,"Rütilauf, Rüti ZH",Rüti ZH,http://services.datasport.com/2010/zkb/rueti,13.0,20.0,0.0,Mist
1195,1195,mer. 01.09.2010,Tour du Pays de Vaud #4 - Chavornay,Champvent,http://services.datasport.com/2010/lauf/tdpv/etape4,6.0,17.0,0.0,Clear
1196,1196,dim. 31.10.2010,Lausanne Marathon,Lausanne,http://services.datasport.com/2010/lauf/lamara,3.0,12.0,0.0,Partly cloudy
1197,1197,dim. 31.10.2010,"Lucerne Marathon, Luzern",Luzern,http://services.datasport.com/2010/lauf/lucernemarathon,0.0,15.0,0.0,Clear
1198,1198,sam. 30.10.2010,"Glarner Stadtlauf, Glarus",Glarus,http://services.datasport.com/2010/lauf/glarus,1.0,8.0,0.0,Partly cloudy
1199,1199,sam. 23.10.2010,"Üetliberglauf, Zürich",Zürich,http://services.datasport.com/2010/zkb/uetliberg,5.0,14.0,0.0,Partly cloudy
1200,1200,sam. 23.10.2010,Herbstlauf Burgdorf,Burgdorf,http://services.datasport.com/2010/lauf/burgherbst,2.0,10.0,0.0,Partly cloudy
1201,1201,dim. 17.10.2010,"Brienzerseelauf, Bönigen",Bönigen b. Interlaken,http://services.datasport.com/2010/lauf/brienzer,-3.0,0.0,0.0,Light rain
1202,1202,dim. 17.10.2010,"Bremgartenlauf, Bremgarten b.Bern",Bremgarten b. Bern,http://services.datasport.com/2010/lauf/bremgarten,3.0,6.0,0.0,Light sleet
1203,1203,sam. 16.10.2010,"Hallwilerseelauf, Beinwil am See",Beinwil am See,http://services.datasport.com/2010/lauf/hallwil,-1.0,7.0,0.0,Light rain
1204,1204,sam. 16.10.2010,"Bürenlauf, Büren an der Aare",Büren an der Aare,http://services.datasport.com/2010/lauf/bueren,2.0,7.0,0.0,Light rain
1205,1205,dim. 10.10.2010,Schlosslauf Rapperswil-Jona,Rapperswil SG,http://services.datasport.com/2010/lauf/schloss,7.0,15.0,0.0,Mist
1206,1206,sam. 02.10.2010,Morat-Fribourg,Murten,http://services.datasport.com/2010/lauf/morat,6.0,21.0,0.0,Partly cloudy
1207,1207,dim. 28.11.2010,"Course de l'Avent, Yverdon",Fribourg,http://services.datasport.com/2010/lauf/YverdonNoel,-6.0,1.0,0.0,Partly cloudy
1208,1208,sam. 27.11.2010,Basler Stadtlauf,Basel,http://services.datasport.com/2010/lauf/basel,-6.0,0.0,0.0,Partly cloudy
1209,1209,sam. 27.11.2010,Foulées automnales de Meyrin,Meyrin,http://services.datasport.com/2010/lauf/meyrin,-10.0,0.0,0.0,Moderate snow
1210,1210,dim. 21.11.2010,Frauenfelder,Frauenfeld,http://services.datasport.com/2010/lauf/frauenfelder,-1.0,6.0,0.0,Partly cloudy
1211,1211,sam. 20.11.2010,"Corrida Bulloise, Bulle",Bulle,http://services.datasport.com/2010/lauf/corrida,-4.0,5.0,0.0,Partly cloudy
1212,1212,sam. 20.11.2010,Langenthaler Stadtlauf,Langenthal,http://services.datasport.com/2010/lauf/langenthal,-2.0,9.0,0.0,Partly cloudy
1213,1213,dim. 14.11.2010,"Maratona Ticino, Tenero",Tenero,http://services.datasport.com/2010/lauf/tenero,3.0,6.0,0.0,Light drizzle
1214,1214,dim. 14.11.2010,"Int. Bieler Cross, Biel-Bienne",Biel/Bienne,http://services.datasport.com/2010/lauf/bielercross,4.0,15.0,0.0,Sunny
1215,1215,sam. 13.11.2010,"Kyburglauf, Kyburg",Kyburg,http://services.datasport.com/2010/lauf/kyburg,7.0,16.0,0.0,Partly cloudy
1216,1216,dim. 07.11.2010,"Walliseller Lauf, Wallisellen",Wallisellen,http://services.datasport.com/2010/lauf/wallisellen,8.0,11.0,0.0,Mist
1217,1217,dim. 07.11.2010,"Gurtenclassic, Wabern",Wabern,http://services.datasport.com/2010/lauf/gurten,4.0,10.0,0.0,Partly cloudy
1218,1218,ven. 31.12.2010,Gippinger Stauseelauf,Leuggern,http://services.datasport.com/2010/lauf/gippingen,-4.0,4.0,0.0,Freezing fog
1219,1219,ven. 31.12.2010,Silvesterlauf Gersau,Gersau,http://services.datasport.com/2010/lauf/gersau,-10.0,1.0,0.0,Mist
1220,1220,sam. 18.12.2010,"Christmas Midnight Run, Lausanne",Lausanne,http://services.datasport.com/2010/lauf/midnight,-12.0,-4.0,0.0,Partly cloudy
1221,1221,sam. 18.12.2010,"La Trotteuse-Tissot, La Chaux-de-Fonds",La Chaux-de-Fonds,http://services.datasport.com/2010/lauf/trotteuse,-7.0,-6.0,0.0,Light snow
1222,1222,dim. 12.12.2010,"Zürcher Silvesterlauf, Zürich",Zürich,http://services.datasport.com/2010/lauf/silvester,-2.0,4.0,0.0,Cloudy
1223,1223,sam. 11.12.2010,Course Titzé de noël Sion,Sion,http://services.datasport.com/2010/lauf/sion,-9.0,-1.0,0.0,Clear
1224,1224,dim. 05.12.2010,"Steinhölzlilauf, Liebefeld",Liebefeld,http://services.datasport.com/2010/lauf/steinhlzli,-5.0,-1.0,0.0,Partly cloudy
1225,1225,sam. 04.12.2010,"Course de l'Escalade, Genève",Genève,http://services.datasport.com/2010/lauf/escalade,-17.0,-5.0,0.0,Mist
1226,1226,sam. 04.12.2010,Gossauer Weihnachtslauf,Gossau SG,http://services.datasport.com/2010/lauf/gossau,-14.0,0.0,0.0,Mist
1227,1227,sam. 04.12.2010,Chlauslauf Niederrohrdorf,Niederrohrdorf,http://services.datasport.com/2010/lauf/chlaus,-11.0,1.0,0.0,Mist
1228,1228,sam. 08.01.2011,"Dietiker Neujahrslauf, Dietikon",Dietikon,http://services.datasport.com/2011/zkb/zhneujahr,5.0,11.0,0.0,Mist
1229,1229,sam. 08.01.2011,"Swiss Snow Walk & Run, Arosa",Arosa,http://services.datasport.com/2011/lauf/arosa,-3.0,0.0,0.0,Overcast
1230,1230,sam. 01.01.2011,"Neujahrsmarathon Zürich, Schlieren",Schlieren,http://services.datasport.com/2011/lauf/neujahrsmarathon/,0.0,0.0,0.0,Mist
1231,1231,sam. 26.02.2011,ASICS Bremgarter Reusslauf,Bremgarten AG,http://services.datasport.com/2011/lauf/reuss,-3.0,4.0,0.0,Partly cloudy
1232,1232,sam. 12.02.2011,"Tower-Running, Basel",Basel,http://services.datasport.com/2011/lauf/tower,0.0,11.0,0.0,Sunny
1233,1233,dim. 27.03.2011,"FISHERMAN'S FRIEND StrongmanRun, Thun",Engelberg,http://services.datasport.com/2011/lauf/strongmanrun_ch,-1.0,10.0,0.0,Patchy light drizzle
1234,1234,sam. 26.03.2011,"Badener Limmat-Lauf, Baden",Baden,http://services.datasport.com/2011/lauf/baden,7.0,14.0,0.0,Partly cloudy
1235,1235,sam. 26.03.2011,Männedörfler Waldlauf,Männedorf,http://services.datasport.com/2011/zkb/maennedorf,5.0,12.0,0.0,Partly cloudy
1236,1236,sam. 26.03.2011,Birslauf Basel,Basel,http://services.datasport.com/2011/lauf/birslauffr,3.0,15.0,0.0,Partly cloudy
1237,1237,dim. 20.03.2011,Tour de Presinge,Presinge,http://services.datasport.com/2011/lauf/presinge,-4.0,10.0,0.0,Partly cloudy
1238,1238,sam. 19.03.2011,Kerzerslauf,Kerzers,http://services.datasport.com/2011/lauf/kerzers,2.0,6.0,0.0,Light rain
1239,1239,sam. 05.03.2011,Laufsporttag Winterthur,Winterthur,http://services.datasport.com/2011/zkb/winterthur,-4.0,10.0,0.0,Clear
1240,1240,sam. 05.03.2011,"Championnat Suisse de Cross, Sion",Sion,http://services.datasport.com/2011/lauf/cross-sion,-14.0,2.0,0.0,Clear
1241,1241,sam. 30.04.2011,20km de Lausanne,Lausanne,http://services.datasport.com/2011/lauf/km20,7.0,18.0,0.0,Clear
1242,1242,sam. 30.04.2011,"Chäsitzerlouf, Kehrsatz",Kehrsatz,http://services.datasport.com/2011/lauf/kehrsatz,6.0,19.0,0.0,Sunny
1243,1243,mer. 27.04.2011,BCN Tour Fontaine/Cernier,Chézard-St-Martin,http://services.datasport.com/2011/lauf/tdcn/etape2,16.0,25.0,0.0,Sunny
1244,1244,mer. 27.04.2011,Tour du Chablais #1 Lavey,Ollon VD,http://services.datasport.com/2011/lauf/TourDuChablais/etappe1,3.0,12.0,0.0,Clear
1245,1245,lun. 25.04.2011,"Giro Media Blenio, Dongio",Dongio,http://services.datasport.com/2011/lauf/blenio,2.0,6.0,0.0,Light rain shower
1246,1246,sam. 23.04.2011,"GP Fricktal, Eiken",Eiken,http://services.datasport.com/2011/lauf/eiken,14.0,25.0,0.0,Clear
1247,1247,mer. 20.04.2011,BCN Tour Auvernier,Colombier NE,http://services.datasport.com/2011/lauf/tdcn/etape1,7.0,21.0,0.0,Sunny
1248,1248,dim. 17.04.2011,"Zürich Marathon, Teamrun und Cityrun",Zürich,http://services.datasport.com/2011/lauf/zuerich,4.0,17.0,0.0,Clear
1249,1249,sam. 16.04.2011,"10km, Payerne",Payerne,http://services.datasport.com/2011/lauf/payerne,2.0,14.0,0.0,Clear
1250,1250,sam. 16.04.2011,"Bündner Frühlingslauf, Domat / Ems",Thusis,http://services.datasport.com/2011/lauf/buendner,-3.0,5.0,0.0,Freezing fog
1251,1251,sam. 16.04.2011,"Rotseelauf, Ebikon",Ebikon,http://services.datasport.com/2011/lauf/rotsee,1.0,14.0,0.0,Clear
1252,1252,sam. 09.04.2011,GP der Stadt Dübendorf,Dübendorf,http://services.datasport.com/2011/zkb/gpduebendorf,9.0,20.0,0.0,Clear
1253,1253,sam. 09.04.2011,"Les Traine-Savates, Cheseaux-sur-Lausanne",Cheseaux-sur-Lausanne,http://services.datasport.com/2011/lauf/traines,7.0,19.0,0.0,Clear
1254,1254,ven. 08.04.2011,"High Heel Run, Bern",Bern,http://services.datasport.com/2011/lauf/highheel-bern,7.0,19.0,0.0,Mist
1255,1255,dim. 03.04.2011,Walking Lugano,Lugano,http://services.datasport.com/2011/lauf/lugano,7.0,20.0,0.0,Sunny
1256,1256,sam. 02.04.2011,Zumiker-Lauf,Zumikon,http://services.datasport.com/2011/zkb/zumiker,7.0,25.0,0.0,Clear
1257,1257,sam. 02.04.2011,10km Schweizer Meisterschaften Lyss,Lyss,http://services.datasport.com/2011/lauf/lyss10km,6.0,25.0,0.0,Clear
1258,1258,dim. 29.05.2011,Winterthur Marathon,Winterthur,http://services.datasport.com/2011/lauf/winterthur,12.0,25.0,0.0,Clear
1259,1259,dim. 29.05.2011,"Blüemlisalp-Lauf, Reichenbach",Reichenbach im Kandertal,http://services.datasport.com/2011/lauf/bluemlisalp,12.0,21.0,0.0,Partly cloudy
1260,1260,sam. 28.05.2011,Lenzburger Lauf,Lenzburg,http://services.datasport.com/2011/lauf/lburger,12.0,20.0,0.0,Clear
1261,1261,mer. 25.05.2011,BCN Tour Neuchâtel,Neuchâtel,http://services.datasport.com/2011/lauf/tdcn/etape6,12.0,21.0,0.0,Mist
1262,1262,mer. 25.05.2011,Tour du Chablais #5 Les Mosses,Roche VD,http://services.datasport.com/2011/lauf/TourDuChablais/etappe5,13.0,20.0,0.0,Sunny
1263,1263,dim. 22.05.2011,"Dreiländer-Lauf, Basel",Basel,http://services.datasport.com/2011/lauf/dreilaender,16.0,22.0,0.0,Partly cloudy
1264,1264,sam. 21.05.2011,"Sempacherseelauf, Sursee",Sursee,http://services.datasport.com/2011/lauf/sempacherseelauf,16.0,20.0,0.0,Clear
1265,1265,ven. 20.05.2011,Faido Running Night,Faido,http://services.datasport.com/2011/lauf/faido,7.0,15.0,0.0,Patchy light rain with thunder
1266,1266,mer. 18.05.2011,BCN Tour Les Ponts de Martel,Couvet,http://services.datasport.com/2011/lauf/tdcn/etape5,14.0,20.0,0.0,Mist
1267,1267,mer. 18.05.2011,Tour du Chablais #4 Morgins,Les Mosses,http://services.datasport.com/2011/lauf/TourDuChablais/etappe4,10.0,18.0,0.0,Patchy light rain with thunder
1268,1268,dim. 15.05.2011,Tell Trophy Attinghausen,Attinghausen,http://services.datasport.com/2011\lauf\telltrophy,2.0,3.0,0.0,Heavy rain
1269,1269,sam. 14.05.2011,"Zofinger Stadtlauf, Zofingen",Zofingen,http://services.datasport.com/2011/lauf/zofinger,13.0,22.0,0.0,Partly cloudy
1270,1270,mer. 11.05.2011,BCN Tour La Chaux-de-Fonds,La Chaux-de-Fonds,http://services.datasport.com/2011/lauf/tdcn/etape4,17.0,20.0,0.0,Moderate or heavy rain shower
1271,1271,mer. 11.05.2011,Tour du Chablais #3 Le Bouveret,Evionnaz,http://services.datasport.com/2011/lauf/TourDuChablais/etappe3,6.0,17.0,0.0,Light rain shower
1272,1272,sam. 07.05.2011,Luzerner Stadtlauf,Luzern,http://services.datasport.com/2011/lauf/luzern,8.0,24.0,0.0,Clear
1273,1273,mer. 04.05.2011,BCN Tour La Brévine,Les Ponts-de-Martel,http://services.datasport.com/2011/lauf/tdcn/etape3,6.0,12.0,0.0,Clear
1274,1274,mer. 04.05.2011,Tour du Chablais #2 Rennaz,Bouveret,http://services.datasport.com/2011/lauf/TourDuChablais/etappe2,4.0,11.0,0.0,Clear
1275,1275,dim. 01.05.2011,"Sihltaler Frühlingslauf, Gattikon",Gattikon,http://services.datasport.com/2011/lauf/sihltaler,9.0,21.0,0.0,Sunny
1276,1276,dim. 26.06.2011,"Aletsch-Halbmarathon, Bettmeralp",Bettmeralp,http://services.datasport.com/2011/lauf/gletscherlauf,10.0,22.0,0.0,Sunny
1277,1277,sam. 25.06.2011,"Graubünden Marathon/Walking, Lenzerheide",Lenzerheide/Lai,http://services.datasport.com/2011/lauf/grmarathon,28.0,38.0,0.0,Partly cloudy
1278,1278,sam. 25.06.2011,Hellebardenlauf Sempach,Sempach Stadt,http://services.datasport.com/2011/lauf/sempach,9.0,22.0,0.0,Clear
1279,1279,ven. 24.06.2011,"Derendinger Abendlauf, Derendingen",Derendingen,http://services.datasport.com/2011/lauf/derendingen,10.0,17.0,0.0,Patchy rain possible
1280,1280,mer. 22.06.2011,"Chrischonalauf, Riehen",Riehen,http://services.datasport.com/2011/lauf/chrischonalauf,16.0,20.0,0.0,Light rain shower
1281,1281,dim. 19.06.2011,Schweizer Frauenlauf Bern,Bern,http://services.datasport.com/2011/lauf/frauenlauf,7.0,17.0,0.0,Patchy rain possible
1282,1282,sam. 18.06.2011,"Wylandlauf, Andelfingen",Andelfingen,http://services.datasport.com/2011/zkb/wyland,12.0,16.0,0.0,Light rain
1283,1283,sam. 18.06.2011,"Appenzellerlauf, Appenzell",Appenzell,http://services.datasport.com/2011/lauf/appenzellerlauf,10.0,12.0,0.0,Moderate rain
1284,1284,ven. 17.06.2011,Churer Lauf Parade,Chur,http://services.datasport.com/2011/lauf/chur,10.0,17.0,0.0,Patchy rain possible
1285,1285,jeu. 16.06.2011,"Bieler Lauftage, Biel/Bienne",Biel/Bienne,http://services.datasport.com/2011/lauf/biel,14.0,22.0,0.0,Patchy rain possible
1286,1286,sam. 11.06.2011,Pfingstlauf Wohlen AG,Wohlen AG,http://services.datasport.com/2011/lauf/wohlen,13.0,16.0,0.0,Mist
1287,1287,mer. 08.06.2011,"Gempenlauf, Dornach",Dornach,http://services.datasport.com/2011/lauf/gempen,13.0,14.0,0.0,Light rain
1288,1288,mar. 07.06.2011,"Töss-Stafette, Winterthur",Winterthur,http://services.datasport.com/2011/lauf/toess,14.0,25.0,0.0,Sunny
1289,1289,dim. 05.06.2011,"La Cuorsa dil Rein, Disentis",Disentis/Mustér,http://services.datasport.com/2011/lauf/cuorsadilrein,6.0,17.0,0.0,Partly cloudy
1290,1290,dim. 05.06.2011,"Männlichen Halbmarathon, Grindelwald",Grindelwald,http://services.datasport.com/2011/lauf/maennlichen,6.0,11.0,0.0,Mist
1291,1291,sam. 04.06.2011,"Baldeggerseelauf, Hitzkirch",Hitzkirch,http://services.datasport.com/2011/lauf/baldegger,12.0,24.0,0.0,Clear
1292,1292,jeu. 02.06.2011,"Flughafenlauf, Kloten",Kloten,http://services.datasport.com/2011/zkb/flughafen,11.0,18.0,0.0,Cloudy
1293,1293,mer. 01.06.2011,Tour du Chablais #6 Aigle,Aigle,http://services.datasport.com/2011/lauf/TourDuChablais/etappe6,3.0,9.0,0.0,Moderate rain
1294,1294,ven. 22.07.2011,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2011/lauf/aegeri,,,,
1295,1295,dim. 10.07.2011,Montreux - Les Rochers de Naye,Montreux,http://services.datasport.com/2011/lauf/montreux,15.0,21.0,0.0,Mist
1296,1296,sam. 09.07.2011,"Zermatt Marathon, Zermatt",Zermatt,http://services.datasport.com/2011/lauf/zermattmarathon,10.0,15.0,0.0,Light rain shower
1297,1297,dim. 03.07.2011,"Murilauf, Muri b. Bern",Muri b. Bern,http://services.datasport.com/2011/lauf/murilauf,26.0,36.0,0.0,Partly cloudy
1298,1298,sam. 02.07.2011,10-Meilen Laufen,Laufen,http://services.datasport.com/2011/lauf/laufen,10.0,18.0,0.0,Mist
1299,1299,mer. 31.08.2011,Tour du Pays de Vaud #4 - Chavornay,Champvent,http://services.datasport.com/2011/lauf/tdpv/etape4,10.0,23.0,0.0,Sunny
1300,1300,mer. 31.08.2011,Liestaler Stadtlauf,Liestal,http://services.datasport.com/2011/lauf/liestal,11.0,24.0,0.0,Clear
1301,1301,dim. 28.08.2011,"Thuner Stadtlauf, Thun",Thun,http://services.datasport.com/2011/lauf/thunstadt,5.0,21.0,0.0,Sunny
1302,1302,dim. 28.08.2011,Run&Walk; Event Rothenburg,Rothenburg,http://services.datasport.com/2011/lauf/fitevent,10.0,21.0,0.0,Clear
1303,1303,dim. 28.08.2011,"crossrun, Therwil",Therwil,http://services.datasport.com/2011/lauf/crossrun,9.0,20.0,0.0,Mist
1304,1304,sam. 27.08.2011,Frauenfelder Stadtlauf,Frauenfeld,http://services.datasport.com/2011/lauf/frauenfeld,7.0,16.0,0.0,Patchy light rain
1305,1305,mer. 24.08.2011,Tour du Pays de Vaud #3 - La Sarraz,Chavornay,http://services.datasport.com/2011/lauf/tdpv/etape4,16.0,27.0,0.0,Clear
1306,1306,dim. 21.08.2011,"Engadiner Sommerlauf, Samedan",Bever,http://services.datasport.com/2011/lauf/engadin,19.0,27.0,0.0,Light rain shower
1307,1307,dim. 21.08.2011,"Rheinfall-Lauf, Neuhausen",Neuhausen am Rheinfall,http://services.datasport.com/2011/lauf/rheinfall,19.0,31.0,0.0,Clear
1308,1308,sam. 20.08.2011,"Internationaler Matterhornlauf, Zermatt",Zermatt,http://services.datasport.com/2011/lauf/matterhorn,8.0,23.0,0.0,Clear
1309,1309,sam. 20.08.2011,"Inferno Halbmarathon, Mürren",Mürren,http://services.datasport.com/2011/tri/inferno,12.0,23.0,0.0,Clear
1310,1310,sam. 20.08.2011,"Mountainman, Titlis-Hasliberg-Pilatus",Sarnen,http://services.datasport.com/2011/lauf/mountainman,13.0,27.0,0.0,Clear
1311,1311,mer. 17.08.2011,Emmenlauf Utzenstorf,Utzenstorf,http://services.datasport.com/2011/lauf/emme,16.0,26.0,0.0,Clear
1312,1312,mer. 17.08.2011,Tour du Pays de Vaud #2 - Genolier,Mézières VD,http://services.datasport.com/2011/lauf/tdpv/etape2,15.0,28.0,0.0,Clear
1313,1313,dim. 14.08.2011,"Sierre-Zinal, Sierre",Sierre,http://services.datasport.com/2011/lauf/zinal,9.0,22.0,0.0,Clear
1314,1314,dim. 14.08.2011,Basler Bruggelauf,Basel,http://services.datasport.com/2011/lauf/bruggelauf,16.0,24.0,0.0,Patchy rain possible
1315,1315,sam. 13.08.2011,"Münsiger-Louf, Münsingen",Münsingen,http://services.datasport.com/2011/lauf/muensingen,14.0,23.0,0.0,Light rain shower
1316,1316,mer. 10.08.2011,Tour du pays de Vaud #1 - Mezières,Yverdon-les-Bains,http://services.datasport.com/2011/lauf/tdpv/etape3,8.0,19.0,0.0,Sunny
1317,1317,dim. 07.08.2011,"Course pédestre Thyon-Dixence, Thyon",Thyon-Les Collons,http://services.datasport.com/2011/lauf/thyon,28.0,30.0,0.0,Clear
1318,1318,sam. 06.08.2011,"Glacier 3000 Run, Gstaad",Gstaad,http://services.datasport.com/2011/lauf/glacier3000,11.0,22.0,0.0,Patchy rain possible
1319,1319,dim. 25.09.2011,"Pfäffikerseelauf, Wetzikon",Wetzikon ZH,http://services.datasport.com/2011/zkb/pfaeffiker,13.0,22.0,0.0,Clear
1320,1320,dim. 25.09.2011,"Stralugano, Lugano",Lugano,http://services.datasport.com/2011/lauf/stralugano,9.0,22.0,0.0,Clear
1321,1321,dim. 25.09.2011,Neeracher Kinder- und Jugendlauf,Neerach,http://services.datasport.com/2011/lauf/neerach,11.0,24.0,0.0,Clear
1322,1322,sam. 24.09.2011,A travers Carouge - Run to Run,Carouge GE,http://services.datasport.com/2011/lauf/carouge,8.0,23.0,0.0,Clear
1323,1323,sam. 24.09.2011,"Willisauer Lauf, Willisau",Willisau,http://services.datasport.com/2011/lauf/willisau,12.0,22.0,0.0,Clear
1324,1324,sam. 17.09.2011,"Int Greifenseelauf, Uster",Uster,http://services.datasport.com/2011/lauf/Greifenseelauf,15.0,21.0,0.0,Light rain shower
1325,1325,jeu. 15.09.2011,"Kongresslauf für psychische Gesundheit, Interlaken",Interlaken,http://services.datasport.com/2011/lauf/SGPP,7.0,18.0,0.0,Mist
1326,1326,mer. 14.09.2011,Tour du pays de Vaud #6 - St. Prex,St-Prex,http://services.datasport.com/2011/lauf/tdpv/etape6,11.0,18.0,0.0,Fog
1327,1327,dim. 11.09.2011,IWB Basel Marathon,Basel,http://services.datasport.com/2011/lauf/runtothebeat,14.0,25.0,0.0,Sunny
1328,1328,sam. 10.09.2011,"Jungfrau-Marathon, Interlaken",Interlaken,http://services.datasport.com/2011/lauf/jungfrau,11.0,23.0,0.0,Clear
1329,1329,sam. 10.09.2011,Altstätter Städtlilauf,Altstätten SG,http://services.datasport.com/2011/lauf/altstaeter,10.0,30.0,0.0,Clear
