,date,name,location,url,min_temp,max_temp,uv_index,weather_desc,latitude,longitude,weekday,day,month,year
519,sam. 14.05.2005,Pfingstlauf Wohlen AG,Wohlen AG,http://services.datasport.com/2005/lauf/wohlen,,,,,47.3493653,8.2768762,saturday,14,5,2005
520,mer. 11.05.2005,BCN Tour Cully,La Chaux-de-Fonds,http://services.datasport.com/2005/lauf/tdcn/etape4,,,,,47.1034892,6.832783800000001,wednesday,11,5,2005
521,jeu. 05.05.2005,"Flughafenlauf, Kloten",Kloten,http://services.datasport.com/2005/zkb/flughafen,,,,,,,thursday,5,5,2005
522,mer. 04.05.2005,BCN Tour La Chaux-de-Fonds,Les Ponts-de-Martel,http://services.datasport.com/2005/lauf/tdcn/etape3,,,,,46.999113,6.733554799999999,wednesday,4,5,2005
523,dim. 01.05.2005,"Sihltaler Frühlingslauf, Gattikon",Gattikon,http://services.datasport.com/2005/lauf/sihltaler,,,,,47.2949282,8.5644799,sunday,1,5,2005
524,dim. 26.06.2005,"Aletsch-Halbmarathon, Bettmeralp",Bettmeralp,http://services.datasport.com/2005/lauf/gletscherlauf,,,,,,,sunday,26,6,2005
525,dim. 26.06.2005,Montreux - Les Rochers de Naye,Montreux,http://services.datasport.com/2005/lauf/montreux,,,,,46.4312213,6.9106799,sunday,26,6,2005
526,sam. 25.06.2005,"Graubünden Marathon/Walking, Lenzerheide",Lenzerheide/Lai,http://services.datasport.com/2005/lauf/grmarathon,,,,,,,saturday,25,6,2005
527,sam. 25.06.2005,Hellebardenlauf Sempach,Sempach Stadt,http://services.datasport.com/2005/lauf/sempach,,,,,,,saturday,25,6,2005
528,sam. 18.06.2005,"Wylandlauf, Andelfingen",Andelfingen,http://services.datasport.com/2005/zkb/wyland,,,,,,,saturday,18,6,2005
529,ven. 17.06.2005,"Bieler Lauftage, Biel/Bienne",Biel/Bienne,http://services.datasport.com/2005/lauf/biel,,,,,47.1367785,7.2467909,friday,17,6,2005
530,dim. 12.06.2005,Schweizer Frauenlauf Bern,Bern,http://services.datasport.com/2005/lauf/frauenlauf,,,,,46.9479739,7.4474468,sunday,12,6,2005
531,dim. 12.06.2005,"Innerschweizer Nordic Walking-Event, Küssnacht a. Rigi",Küssnacht am Rigi,http://services.datasport.com/2005/lauf/innerschweiz,,,,,,,sunday,12,6,2005
532,ven. 03.06.2005,Churer Lauf Parade,Chur,http://services.datasport.com/2005/lauf/chur,,,,,46.8507835,9.5319859,friday,3,6,2005
533,ven. 22.07.2005,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2005/lauf/aegeri,,,,,,,friday,22,7,2005
534,sam. 09.07.2005,"Engelbergertal Trophy, Engelberg",Engelberg,http://services.datasport.com/2005/diverse/trophy,,,,,46.8200266,8.4069918,saturday,9,7,2005
535,sam. 02.07.2005,"Zermatt Marathon, Zermatt",Zermatt,http://services.datasport.com/2005/lauf/zermattmarathon,,,,,,,saturday,2,7,2005
536,mer. 31.08.2005,Tour du Pays de Vaud etape 3 - L’Isle,La Sarraz,http://services.datasport.com/2005/lauf/tdpv/etape5,,,,,46.6582337,6.5126843,wednesday,31,8,2005
537,dim. 28.08.2005,Basel City Marathon,Basel,http://services.datasport.com/2005/lauf/baselcitymarathon,,,,,47.5595986,7.5885761,sunday,28,8,2005
538,dim. 28.08.2005,"Thuner Stadtlauf, Thun",Thun,http://services.datasport.com/2005/lauf/thunstadt,,,,,46.7579868,7.6279881,sunday,28,8,2005
539,dim. 28.08.2005,"Engadiner Sommerlauf, Samedan",Bever,http://services.datasport.com/2005/lauf/engadin,,,,,,,sunday,28,8,2005
540,dim. 28.08.2005,Alpenmarathon / Marathon des Alpages,Anzère,http://services.datasport.com/2005/lauf/maraalp/,,,,,n,a,sunday,28,8,2005
541,dim. 28.08.2005,"Rheinfall-Lauf, Neuhausen",Neuhausen am Rheinfall,http://services.datasport.com/2005/lauf/rheinfall,,,,,47.6837423,8.6126098,sunday,28,8,2005
542,sam. 27.08.2005,Frauenfelder Stadtlauf,Frauenfeld,http://services.datasport.com/2005/lauf/frauenfeld,,,,,,,saturday,27,8,2005
543,sam. 27.08.2005,Herbstlauf Muri AG,Muri AG,http://services.datasport.com/2005/lauf/herbstlauf,,,,,,,saturday,27,8,2005
544,sam. 27.08.2005,"Rund um den Bielersee, RUBI",Biel/Bienne,http://services.datasport.com/2005/lauf/rubi,,,,,47.1367785,7.2467909,saturday,27,8,2005
545,mer. 24.08.2005,Tour du Pays de Vaud etape 2 - Le Mont sur Lausanne,Yverdon-les-Bains,http://services.datasport.com/2005/lauf/tdpv/lemont/,,,,,46.7784736,6.641183,wednesday,24,8,2005
546,dim. 21.08.2005,"Internationaler Matterhornlauf, Zermatt",Zermatt,http://services.datasport.com/2005/lauf/matterhorn,,,,,,,sunday,21,8,2005
547,sam. 20.08.2005,"Inferno Halbmarathon, Mürren",Mürren,http://services.datasport.com/2005/tri/inferno,,,,,,,saturday,20,8,2005
548,ven. 19.08.2005,"Défi Val-de-Travers, Couvet",Couvet,http://services.datasport.com/2005/lauf/defi,,,,,46.9262933,6.6324944,friday,19,8,2005
549,mer. 17.08.2005,Tour du Pays de Vaud etape 1 - Payerne,Payerne,http://services.datasport.com/2005/lauf/tdpv/payerne,,,,,46.8220266,6.9405663,wednesday,17,8,2005
550,dim. 14.08.2005,"Sierre-Zinal, Sierre",Sierre,http://services.datasport.com/2005/lauf/zinal,,,,,46.29413110000001,7.533536199999999,sunday,14,8,2005
551,sam. 13.08.2005,"Münsiger-Louf, Münsingen",Münsingen,http://services.datasport.com/2005/lauf/muensingen,,,,,46.8746813,7.5627528,saturday,13,8,2005
552,dim. 07.08.2005,"Course pédestre Thyon-Dixence, Thyon",Thyon-Les Collons,http://services.datasport.com/2005/lauf/thyon,,,,,,,sunday,7,8,2005
553,dim. 25.09.2005,"Pfäffikerseelauf, Wetzikon",Wetzikon ZH,http://services.datasport.com/2005/zkb/pfaeffiker,,,,,,,sunday,25,9,2005
554,dim. 25.09.2005,"Züri walkt, Zürich",Zürich,http://services.datasport.com/2005/lauf/zueriwalkt,,,,,47.3768866,8.541694,sunday,25,9,2005
555,dim. 25.09.2005,"Engadin Walking Day, Pontresina",Pontresina,http://services.datasport.com/2005/lauf/ewalk/,,,,,,,sunday,25,9,2005
556,sam. 24.09.2005,"SM 10km Strasse, Biel",Biel/Bienne,http://services.datasport.com/2005/lauf/smbiel,,,,,47.1367785,7.2467909,saturday,24,9,2005
557,sam. 24.09.2005,A travers Carouge - Run to Run,Carouge GE,http://services.datasport.com/2005/lauf/carouge,,,,,46.1829674,6.1378539,saturday,24,9,2005
558,dim. 18.09.2005,"Course en fôret, Romont",Romont FR,http://services.datasport.com/2005/lauf/romont,,,,,46.691887,6.9118086,sunday,18,9,2005
559,sam. 17.09.2005,"Int Greifenseelauf, Uster",Uster,http://services.datasport.com/2005/lauf/Greifenseelauf,,,,,47.3482747,8.717873899999999,saturday,17,9,2005
560,sam. 17.09.2005,St. Galler Altstadtlauf,St. Gallen,http://services.datasport.com/2005/lauf/gallen,,,,,47.4244818,9.3767173,saturday,17,9,2005
561,ven. 16.09.2005,Tour du Pays de Vaud etape 5 - Cully,Yens,http://services.datasport.com/2005/lauf/tdpv-printanier/etape4,,,,,n,a,friday,16,9,2005
562,dim. 11.09.2005,Sommer-Gommerlauf,Münster VS,http://services.datasport.com/2005/lauf/gommer,,,,,,,sunday,11,9,2005
563,sam. 10.09.2005,"Jungfrau-Marathon, Interlaken",Interlaken,http://services.datasport.com/2005/lauf/jungfrau,,,,,,,saturday,10,9,2005
564,sam. 10.09.2005,Altstätter Städtlilauf,Altstätten SG,http://services.datasport.com/2005/lauf/altstaeter,,,,,,,saturday,10,9,2005
565,sam. 10.09.2005,"Burgdorfer Stadtlauf, Burgdorf",Burgdorf,http://services.datasport.com/2005/lauf/burgdorf,,,,,45.277123,-115.9129022,saturday,10,9,2005
566,sam. 10.09.2005,Türlerseelauf Affoltern am Albis,Affoltern am Albis,http://services.datasport.com/2005/zkb/affoltern,,,,,47.2795081,8.4540083,saturday,10,9,2005
567,ven. 09.09.2005,"Jungfrau Minirun + Minimarathon, Interlaken",Interlaken,http://services.datasport.com/2005/lauf/jmprolog,,,,,,,friday,9,9,2005
568,mer. 07.09.2005,Tour du Pays de Vaud etape 4 - Chavornay,Chavornay,http://services.datasport.com/2005/lauf/tdpv/chavornay,,,,,46.7088129,6.5707689,wednesday,7,9,2005
569,dim. 04.09.2005,"Panoramalauf, Richterswil",Richterswil,http://services.datasport.com/2005/zkb/panorama,,,,,,,sunday,4,9,2005
570,dim. 04.09.2005,"Glarner Grenzlauf, Netstal",Netstal,http://services.datasport.com/2005/lauf/grenzlauf,,,,,,,sunday,4,9,2005
571,sam. 29.10.2005,Basler Marathon-Tage,Basel,http://services.datasport.com/2005/lauf/bamar,,,,,47.5595986,7.5885761,saturday,29,10,2005
572,dim. 23.10.2005,Lausanne Marathon,Lausanne,http://services.datasport.com/2005/lauf/lamara,,,,,46.5196535,6.6322734,sunday,23,10,2005
573,sam. 22.10.2005,"Üetliberglauf, Zürich",Zürich,http://services.datasport.com/2005/zkb/uetliberg,,,,,47.3768866,8.541694,saturday,22,10,2005
574,dim. 16.10.2005,"Brienzerseelauf, Bönigen",Bönigen b. Interlaken,http://services.datasport.com/2005/lauf/brienzer,,,,,,,sunday,16,10,2005
575,sam. 15.10.2005,"Hallwilerseelauf, Beinwil am See",Beinwil am See,http://services.datasport.com/2005/lauf/hallwil,,,,,,,saturday,15,10,2005
576,dim. 09.10.2005,Schlosslauf Rapperswil-Jona,Rapperswil SG,http://services.datasport.com/2005/lauf/schloss,,,,,47.2266239,8.818437399999999,sunday,9,10,2005
577,dim. 02.10.2005,Morat-Fribourg,Murten,http://services.datasport.com/2005/lauf/morat,,,,,46.92922110000001,7.120184,sunday,2,10,2005
578,dim. 02.10.2005,Neeracher Kinder- und Jugendlauf,Neerach,http://services.datasport.com/2005/lauf/neerach,,,,,,,sunday,2,10,2005
579,dim. 27.11.2005,"Int. Bieler Cross, Biel-Bienne",Biel/Bienne,http://services.datasport.com/2005/lauf/bielercross,,,,,47.1367785,7.2467909,sunday,27,11,2005
580,sam. 26.11.2005,Basler Stadtlauf,Basel,http://services.datasport.com/2005/lauf/basel,,,,,47.5595986,7.5885761,saturday,26,11,2005
581,dim. 20.11.2005,Frauenfelder,Frauenfeld,http://services.datasport.com/2005/waffenlauf/frauenfelder,,,,,,,sunday,20,11,2005
582,sam. 19.11.2005,"Corrida Bulloise, Bulle",Bulle,http://services.datasport.com/2005/lauf/corrida,,,,,46.6154512,7.057726799999999,saturday,19,11,2005
583,sam. 19.11.2005,Langenthaler Stadtlauf,Langenthal,http://services.datasport.com/2005/lauf/langenthal,,,,,47.2120786,7.790562299999999,saturday,19,11,2005
584,sam. 19.11.2005,"Dérupe Vercorin, Vercorin",Vercorin,http://services.datasport.com/2005/lauf/derupe,,,,,46.257222,7.530556,saturday,19,11,2005
585,dim. 13.11.2005,"Maratona Ticino, Tenero",Tenero,http://services.datasport.com/2005/lauf/tenero,,,,,,,sunday,13,11,2005
586,sam. 12.11.2005,"Glarner Stadtlauf, Glarus",Glarus,http://services.datasport.com/2005/lauf/glarus,,,,,,,saturday,12,11,2005
587,sam. 12.11.2005,"Kyburglauf, Kyburg",Kyburg,http://services.datasport.com/2005/lauf/kyburg,,,,,,,saturday,12,11,2005
588,dim. 06.11.2005,"Walliseller Lauf, Wallisellen",Wallisellen,http://services.datasport.com/2005/lauf/wallisellen,,,,,,,sunday,6,11,2005
589,dim. 06.11.2005,"Gurtenclassic, Wabern",Wabern,http://services.datasport.com/2005/lauf/gurten,,,,,46.92901639999999,7.448973199999999,sunday,6,11,2005
590,sam. 31.12.2005,Gippinger Stauseelauf,Leuggern,http://services.datasport.com/2005/lauf/gippingen,,,,,47.5810513,8.2152586,saturday,31,12,2005
591,dim. 11.12.2005,"Zürcher Silvesterlauf, Zürich",Zürich,http://services.datasport.com/2005/lauf/silvester,,,,,47.3768866,8.541694,sunday,11,12,2005
592,sam. 10.12.2005,Course Titzé de noël Sion,Sion,http://services.datasport.com/2005/lauf/sion,,,,,46.2331221,7.360625999999999,saturday,10,12,2005
593,dim. 04.12.2005,"Steinhölzlilauf, Liebefeld",Liebefeld,http://services.datasport.com/2005/lauf/steinhlzli,,,,,46.933331,7.416668,sunday,4,12,2005
594,sam. 03.12.2005,"Course de l'Escalade, Genève",Genève,http://services.datasport.com/2005/lauf/escalade,,,,,46.2043907,6.1431577,saturday,3,12,2005
595,sam. 03.12.2005,Gossauer Weihnachtslauf,Gossau SG,http://services.datasport.com/2005/lauf/gossau,,,,,47.4155608,9.248852,saturday,3,12,2005
596,sam. 14.01.2006,"Dietiker Neujahrslauf, Dietikon",Dietikon,http://services.datasport.com/2006/zkb/zhneujahr,,,,,47.4053885,8.39977,saturday,14,1,2006
597,sam. 07.01.2006,"Swiss Snow Walk & Run, Arosa",Arosa,http://services.datasport.com/2006/lauf/arosa,,,,,,,saturday,7,1,2006
598,dim. 01.01.2006,"Neujahrsmarathon Zürich, Schlieren",Schlieren,http://services.datasport.com/2006/lauf/neujahrsmarathon/,,,,,47.3982611,8.448795,sunday,1,1,2006
599,sam. 25.02.2006,ASICS Bremgarter Reusslauf,Bremgarten AG,http://services.datasport.com/2006/lauf/reuss,,,,,47.34917739999999,8.3397905,saturday,25,2,2006
600,dim. 12.02.2006,Snow-Nordic-Walking Day Einsiedeln,Einsiedeln,http://services.datasport.com/2006/lauf/snowwalk,,,,,,,sunday,12,2,2006
601,dim. 12.02.2006,Cross Challenge Benken,Benken ZH,http://services.datasport.com/2006/lauf/benken,,,,,,,sunday,12,2,2006
602,sam. 25.03.2006,Zumiker-Lauf,Zumikon,http://services.datasport.com/2006/zkb/zumiker,,,,,,,saturday,25,3,2006
603,sam. 25.03.2006,"Badener Limmat-Lauf, Baden",Baden,http://services.datasport.com/2006/lauf/baden,,,,,48.5699281,8.5303972,saturday,25,3,2006
604,sam. 18.03.2006,Kerzerslauf,Kerzers,http://services.datasport.com/2006/lauf/kerzers,,,,,46.97488999999999,7.1954365,saturday,18,3,2006
605,sam. 18.03.2006,Männedörfler Waldlauf,Männedorf,http://services.datasport.com/2006/zkb/maennedorf,,,,,47.2574625,8.6946733,saturday,18,3,2006
606,dim. 05.03.2006,"Championnat Suisse de Cross-Country,Genf",Genève,http://services.datasport.com/2006/lauf/onex,,,,,46.2043907,6.1431577,sunday,5,3,2006
607,sam. 04.03.2006,Laufsporttag Winterthur,Winterthur,http://services.datasport.com/2006/zkb/winterthur,,,,,39.8088766,-75.6037351,saturday,4,3,2006
608,dim. 30.04.2006,"Wiedlisbacher Läufe, Wiedlisbach",Wiedlisbach,http://services.datasport.com/2006/waffenlauf/wiedlisbacher,,,,,47.2512653,7.6453444,sunday,30,4,2006
609,sam. 29.04.2006,Luzerner Stadtlauf,Luzern,http://services.datasport.com/2006/lauf/luzern,,,,,47.05016819999999,8.3093072,saturday,29,4,2006
610,sam. 29.04.2006,"Chäsitzerlouf, Kehrsatz",Kehrsatz,http://services.datasport.com/2006/lauf/kehrsatz,,,,,,,saturday,29,4,2006
611,mer. 26.04.2006,BCN Tour Boudry,Colombier NE,http://services.datasport.com/2006/lauf/tdcn/etape1,,,,,46.9668714,6.8589727,wednesday,26,4,2006
612,sam. 22.04.2006,20km de Lausanne,Lausanne,http://services.datasport.com/2006/lauf/km20,,,,,46.5196535,6.6322734,saturday,22,4,2006
613,lun. 17.04.2006,"Giro Media Blenio, Dongio",Dongio,http://services.datasport.com/2006/lauf/blenio,,,,,,,monday,17,4,2006
614,sam. 15.04.2006,"GP Fricktal, Eiken",Eiken,http://services.datasport.com/2006/lauf/eiken,,,,,,,saturday,15,4,2006
615,dim. 09.04.2006,"Zürich Marathon, Teamrun und Cityrun",Zürich,http://services.datasport.com/2006/lauf/zuerich,,,,,47.3768866,8.541694,sunday,9,4,2006
616,sam. 01.04.2006,GP der Stadt Dübendorf,Dübendorf,http://services.datasport.com/2006/zkb/gpduebendorf,,,,,47.3971476,8.618012799999999,saturday,1,4,2006
617,sam. 01.04.2006,"Christmas Midnight Run, Lausanne",Lausanne,http://services.datasport.com/2006/lauf/midnight,,,,,46.5196535,6.6322734,saturday,1,4,2006
618,sam. 01.04.2006,"Rotseelauf, Ebikon",Ebikon,http://services.datasport.com/2006/lauf/rotsee,,,,,,,saturday,1,4,2006
619,sam. 01.04.2006,Birslauf Basel,Basel,http://services.datasport.com/2006/lauf/birslauffr,,,,,47.5595986,7.5885761,saturday,1,4,2006
620,mer. 31.05.2006,BCN Tour Neuchâtel,Neuchâtel,http://services.datasport.com/2006/lauf/tdcn/etape6,,,,,46.9899874,6.9292732,wednesday,31,5,2006
621,sam. 27.05.2006,Lenzburger Lauf,Lenzburg,http://services.datasport.com/2006/lauf/lburger,,,,,47.3904443,8.172154500000001,saturday,27,5,2006
622,jeu. 25.05.2006,"Flughafenlauf, Kloten",Kloten,http://services.datasport.com/2006/zkb/flughafen,,,,,,,thursday,25,5,2006
623,mer. 24.05.2006,BCN Tour La Chaux-de-Fonds,Couvet,http://services.datasport.com/2006/lauf/tdcn/etape5,,,,,46.9262933,6.6324944,wednesday,24,5,2006
624,sam. 20.05.2006,Fläckelauf Beromünster,Beromünster,http://services.datasport.com/2006/lauf/flaeckelauf,,,,,,,saturday,20,5,2006
625,mer. 17.05.2006,BCN Tour Couvet,La Chaux-de-Fonds,http://services.datasport.com/2006/lauf/tdcn/etape4,,,,,47.1034892,6.832783800000001,wednesday,17,5,2006
626,mer. 10.05.2006,BCN Tour Chézard,Les Ponts-de-Martel,http://services.datasport.com/2006/lauf/tdcn/etape3,,,,,46.999113,6.733554799999999,wednesday,10,5,2006
627,mer. 03.05.2006,BCN Tour Corcelles,Chézard-St-Martin,http://services.datasport.com/2006/lauf/tdcn/etape2,,,,,47.0624261,6.9175754,wednesday,3,5,2006
628,lun. 01.05.2006,"Sihltaler Frühlingslauf, Gattikon",Gattikon,http://services.datasport.com/2006/lauf/sihltaler,,,,,47.2949282,8.5644799,monday,1,5,2006
629,ven. 30.06.2006,"Derendinger Abendlauf, Derendingen",Derendingen,http://services.datasport.com/2006/lauf/derendingen,,,,,47.1952433,7.585593099999999,friday,30,6,2006
630,dim. 25.06.2006,"Aletsch-Halbmarathon, Bettmeralp",Bettmeralp,http://services.datasport.com/2006/lauf/gletscherlauf,,,,,,,sunday,25,6,2006
631,dim. 25.06.2006,"Innerschweizer Nordic Walking-Event, Küssnacht a. Rigi",Küssnacht am Rigi,http://services.datasport.com/2006/lauf/innerschweiz,,,,,,,sunday,25,6,2006
632,dim. 25.06.2006,"Engelbergertal Trophy, Engelberg",Engelberg,http://services.datasport.com/2006/diverse/trophy,,,,,46.8200266,8.4069918,sunday,25,6,2006
633,dim. 25.06.2006,"Murilauf, Muri b. Bern",Muri b. Bern,http://services.datasport.com/2006/lauf/murilauf,,,,,46.9350521,7.498472799999999,sunday,25,6,2006
634,dim. 25.06.2006,Montreux - Les Rochers de Naye,Montreux,http://services.datasport.com/2006/lauf/montreux,,,,,46.4312213,6.9106799,sunday,25,6,2006
635,sam. 24.06.2006,"Graubünden Marathon/Walking, Lenzerheide",Lenzerheide/Lai,http://services.datasport.com/2006/lauf/grmarathon,,,,,,,saturday,24,6,2006
636,sam. 17.06.2006,"Wylandlauf, Andelfingen",Andelfingen,http://services.datasport.com/2006/zkb/wyland,,,,,,,saturday,17,6,2006
637,mar. 13.06.2006,"Töss-Stafette, Winterthur",Winterthur,http://services.datasport.com/2006/lauf/toess,,,,,39.8088766,-75.6037351,tuesday,13,6,2006
638,dim. 11.06.2006,Schweizer Frauenlauf Bern,Bern,http://services.datasport.com/2006/lauf/frauenlauf,,,,,46.9479739,7.4474468,sunday,11,6,2006
639,ven. 09.06.2006,"Bieler Lauftage, Biel/Bienne",Biel/Bienne,http://services.datasport.com/2006/lauf/biel,,,,,47.1367785,7.2467909,friday,9,6,2006
640,ven. 09.06.2006,Churer Lauf Parade,Chur,http://services.datasport.com/2006/lauf/chur,,,,,46.8507835,9.5319859,friday,9,6,2006
641,sam. 03.06.2006,Pfingstlauf Wohlen AG,Wohlen AG,http://services.datasport.com/2006/lauf/wohlen,,,,,47.3493653,8.2768762,saturday,3,6,2006
642,ven. 21.07.2006,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2006/lauf/aegeri,,,,,,,friday,21,7,2006
643,sam. 08.07.2006,"Zermatt Marathon, Zermatt",Zermatt,http://services.datasport.com/2006/lauf/zermattmarathon,,,,,,,saturday,8,7,2006
644,sam. 01.07.2006,Hellebardenlauf Sempach,Sempach Stadt,http://services.datasport.com/2006/lauf/sempach,,,,,,,saturday,1,7,2006
645,mer. 30.08.2006,Tour du Pays de Vaud etape 3 - Aubonne,Champvent,http://services.datasport.com/2006/lauf/tdpv/aubonne/,,,,,46.7829756,6.5728678,wednesday,30,8,2006
646,dim. 27.08.2006,"Thuner Stadtlauf, Thun",Thun,http://services.datasport.com/2006/lauf/thunstadt,,,,,46.7579868,7.6279881,sunday,27,8,2006
647,dim. 27.08.2006,"Engadiner Sommerlauf, Samedan",Bever,http://services.datasport.com/2006/lauf/engadin,,,,,,,sunday,27,8,2006
648,dim. 27.08.2006,"Rheinfall-Lauf, Neuhausen",Neuhausen am Rheinfall,http://services.datasport.com/2006/lauf/rheinfall,,,,,47.6837423,8.6126098,sunday,27,8,2006
649,dim. 27.08.2006,Alpenmarathon / Marathon des Alpages,Anzère,http://services.datasport.com/2006/lauf/maraalp/,,,,,n,a,sunday,27,8,2006
650,sam. 26.08.2006,Frauenfelder Stadtlauf,Frauenfeld,http://services.datasport.com/2006/lauf/frauenfeld,,,,,,,saturday,26,8,2006
651,sam. 26.08.2006,Herbstlauf Muri AG,Muri AG,http://services.datasport.com/2006/lauf/herbstlauf,,,,,,,saturday,26,8,2006
652,sam. 26.08.2006,"Rund um den Bielersee, RUBI",Biel/Bienne,http://services.datasport.com/2006/lauf/rubi,,,,,47.1367785,7.2467909,saturday,26,8,2006
653,sam. 26.08.2006,"Birslauf (Herbst), Basel",Basel,http://services.datasport.com/2006/lauf/birslaufhe,,,,,47.5595986,7.5885761,saturday,26,8,2006
654,ven. 25.08.2006,"Défi Val-de-Travers, Couvet",Couvet,http://services.datasport.com/2006/lauf/defi,,,,,46.9262933,6.6324944,friday,25,8,2006
655,mer. 23.08.2006,Tour du Pays de Vaud etape 2 - Payerne,Payerne,http://services.datasport.com/2006/lauf/tdpv/payerne,,,,,46.8220266,6.9405663,wednesday,23,8,2006
656,sam. 19.08.2006,"Internationaler Matterhornlauf, Zermatt",Zermatt,http://services.datasport.com/2006/lauf/matterhorn,,,,,,,saturday,19,8,2006
657,sam. 19.08.2006,"Inferno Halbmarathon, Mürren",Mürren,http://services.datasport.com/2006/tri/inferno,,,,,,,saturday,19,8,2006
658,mer. 16.08.2006,Tour du Pays de Vaud etape 1 - Le Mont sur Lausanne,Yverdon-les-Bains,http://services.datasport.com/2006/lauf/tdpv/lemont/,,,,,46.7784736,6.641183,wednesday,16,8,2006
659,dim. 13.08.2006,"Sierre-Zinal, Sierre",Sierre,http://services.datasport.com/2006/lauf/zinal,,,,,46.29413110000001,7.533536199999999,sunday,13,8,2006
660,sam. 12.08.2006,"Münsiger-Louf, Münsingen",Münsingen,http://services.datasport.com/2006/lauf/muensingen,,,,,46.8746813,7.5627528,saturday,12,8,2006
661,dim. 06.08.2006,"Course pédestre Thyon-Dixence, Thyon",Thyon-Les Collons,http://services.datasport.com/2006/lauf/thyon,,,,,,,sunday,6,8,2006
662,sam. 30.09.2006,Morat-Fribourg,Murten,http://services.datasport.com/2006/lauf/morat,,,,,46.92922110000001,7.120184,saturday,30,9,2006
663,dim. 24.09.2006,"Pfäffikerseelauf, Wetzikon",Wetzikon ZH,http://services.datasport.com/2006/zkb/pfaeffiker,,,,,,,sunday,24,9,2006
664,dim. 24.09.2006,"Züri walkt, Zürich",Zürich,http://services.datasport.com/2006/lauf/zueriwalkt,,,,,47.3768866,8.541694,sunday,24,9,2006
665,dim. 24.09.2006,Neeracher Kinder- und Jugendlauf,Neerach,http://services.datasport.com/2006/lauf/neerach,,,,,,,sunday,24,9,2006
666,dim. 24.09.2006,"Course des 2 Bains, Saillon/Ovronnaz",Saillon,http://services.datasport.com/2006/lauf/2bains,,,,,46.1707092,7.1858418,sunday,24,9,2006
667,sam. 23.09.2006,"WMRA World Masters Mountain Running Championships, Saillon",Saillon,http://services.datasport.com/2006/lauf/2bainswm,,,,,46.1707092,7.1858418,saturday,23,9,2006
668,sam. 23.09.2006,A travers Carouge - Run to Run,Carouge GE,http://services.datasport.com/2006/lauf/carouge,,,,,46.1829674,6.1378539,saturday,23,9,2006
669,sam. 23.09.2006,St. Galler Altstadtlauf,St. Gallen,http://services.datasport.com/2006/lauf/gallen,,,,,47.4244818,9.3767173,saturday,23,9,2006
670,sam. 23.09.2006,"Schweizer Meisterschaften 10 km Strasse u Interlinth Marathon, Benken",Benken ZH,http://services.datasport.com/2006/lauf/smbenken,,,,,,,saturday,23,9,2006
671,sam. 23.09.2006,"Engadin Walking Day, Pontresina",Pontresina,http://services.datasport.com/2006/lauf/ewalk/,,,,,,,saturday,23,9,2006
672,sam. 16.09.2006,"Int Greifenseelauf, Uster",Uster,http://services.datasport.com/2006/lauf/Greifenseelauf,,,,,47.3482747,8.717873899999999,saturday,16,9,2006
673,mer. 13.09.2006,Tour du Pays de Vaud etape 5 - L’Isle,La Sarraz,http://services.datasport.com/2006/lauf/tdpv/etape5,,,,,46.6582337,6.5126843,wednesday,13,9,2006
674,sam. 09.09.2006,"Jungfrau-Marathon, Interlaken",Interlaken,http://services.datasport.com/2006/lauf/jungfrau,,,,,,,saturday,9,9,2006
675,sam. 09.09.2006,Altstätter Städtlilauf,Altstätten SG,http://services.datasport.com/2006/lauf/altstaeter,,,,,,,saturday,9,9,2006
676,sam. 09.09.2006,Türlerseelauf Affoltern am Albis,Affoltern am Albis,http://services.datasport.com/2006/zkb/affoltern,,,,,47.2795081,8.4540083,saturday,9,9,2006
677,sam. 09.09.2006,"Burgdorfer Stadtlauf, Burgdorf",Burgdorf,http://services.datasport.com/2006/lauf/burgdorf,,,,,45.277123,-115.9129022,saturday,9,9,2006
678,ven. 08.09.2006,"Jungfrau Minirun + Minimarathon, Interlaken",Interlaken,http://services.datasport.com/2006/lauf/jmprolog,,,,,,,friday,8,9,2006
679,mar. 05.09.2006,Tour du Pays de Vaud etape 4 - Chavornay,Chavornay,http://services.datasport.com/2006/lauf/tdpv/chavornay,,,,,46.7088129,6.5707689,tuesday,5,9,2006
680,dim. 03.09.2006,Basel City Marathon,Basel,http://services.datasport.com/2006/lauf/baselcitymarathon,,,,,47.5595986,7.5885761,sunday,3,9,2006
681,dim. 03.09.2006,"Panoramalauf, Richterswil",Richterswil,http://services.datasport.com/2006/zkb/panorama,,,,,,,sunday,3,9,2006
682,dim. 03.09.2006,"Glarner Grenzlauf, Netstal",Netstal,http://services.datasport.com/2006/lauf/grenzlauf,,,,,,,sunday,3,9,2006
683,sam. 28.10.2006,"Glarner Stadtlauf, Glarus",Glarus,http://services.datasport.com/2006/lauf/glarus,,,,,,,saturday,28,10,2006
684,sam. 28.10.2006,Basler Marathon-Tage,Basel,http://services.datasport.com/2006/lauf/bamar,,,,,47.5595986,7.5885761,saturday,28,10,2006
685,dim. 22.10.2006,Lausanne Marathon,Lausanne,http://services.datasport.com/2006/lauf/lamara,,,,,46.5196535,6.6322734,sunday,22,10,2006
686,sam. 21.10.2006,"Üetliberglauf, Zürich",Zürich,http://services.datasport.com/2006/zkb/uetliberg,,,,,47.3768866,8.541694,saturday,21,10,2006
