,date,name,location,url,min_temp,max_temp,uv_index,weather_desc,latitude,longitude,weekday,day,month,year
1150,sam. 05.06.2010,Zumiker-Lauf,Zumikon,http://services.datasport.com/2010/zkb/zumiker,14.0,27.0,0.0,Clear,,,saturday,5,6,2010
1151,sam. 05.06.2010,"Baldeggerseelauf, Hitzkirch",Hitzkirch,http://services.datasport.com/2010/lauf/baldegger,12.0,27.0,0.0,Clear,,,saturday,5,6,2010
1152,sam. 05.06.2010,"Engelbergertal Trophy, Engelberg",Engelberg,http://services.datasport.com/2010/diverse/trophy,9.0,22.0,0.0,Clear,46.8200266,8.4069918,saturday,5,6,2010
1153,sam. 05.06.2010,"Appenzellerlauf, Appenzell",Appenzell,http://services.datasport.com/2010/lauf/appenzellerlauf,15.0,24.0,0.0,Clear,,,saturday,5,6,2010
1154,mer. 02.06.2010,"Gempenlauf, Dornach",Dornach,http://services.datasport.com/2010/lauf/gempen,10.0,17.0,0.0,Light rain shower,47.4790491,7.6170412,wednesday,2,6,2010
1155,ven. 23.07.2010,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2010/lauf/aegeri,,,,,,,friday,23,7,2010
1156,dim. 11.07.2010,Montreux - Les Rochers de Naye,Montreux,http://services.datasport.com/2010/lauf/montreux,18.0,23.0,0.0,Patchy rain possible,46.4312213,6.9106799,sunday,11,7,2010
1157,sam. 10.07.2010,"Zermatt Marathon, Zermatt",Zermatt,http://services.datasport.com/2010/lauf/zermattmarathon,10.0,19.0,0.0,Moderate or heavy rain with thunder,,,saturday,10,7,2010
1158,sam. 03.07.2010,"Trail Verbier Saint-Bernard, Verbier",Verbier,http://services.datasport.com/2010/lauf/verbier,12.0,17.0,0.0,Moderate or heavy rain with thunder,46.0960814,7.2285512,saturday,3,7,2010
1159,dim. 29.08.2010,"Rheinfall-Lauf, Neuhausen",Neuhausen am Rheinfall,http://services.datasport.com/2010/lauf/rheinfall,8.0,17.0,0.0,Partly cloudy,47.6837423,8.6126098,sunday,29,8,2010
1160,dim. 29.08.2010,Run&Walk; Event Rothenburg,Rothenburg,http://services.datasport.com/2010/lauf/fitevent,10.0,16.0,0.0,Partly cloudy,49.3801834,10.1867388,sunday,29,8,2010
1161,sam. 28.08.2010,Frauenfelder Stadtlauf,Frauenfeld,http://services.datasport.com/2010/lauf/frauenfeld,13.0,15.0,0.0,Light rain shower,,,saturday,28,8,2010
1162,mer. 25.08.2010,Tour du pays de Vaud #3 - Mezières,Chavornay,http://services.datasport.com/2010/lauf/tdpv/etape4,11.0,23.0,0.0,Clear,46.7088129,6.5707689,wednesday,25,8,2010
1163,mer. 25.08.2010,Liestaler Stadtlauf,Liestal,http://services.datasport.com/2010/lauf/liestal,11.0,22.0,0.0,Sunny,47.4866143,7.7334272,wednesday,25,8,2010
1164,dim. 22.08.2010,"Engadiner Sommerlauf, Samedan",Bever,http://services.datasport.com/2010/lauf/engadin,18.0,26.0,0.0,Light rain shower,,,sunday,22,8,2010
1165,dim. 22.08.2010,"Thuner Stadtlauf, Thun",Thun,http://services.datasport.com/2010/lauf/thunstadt,11.0,29.0,0.0,Clear,46.7579868,7.6279881,sunday,22,8,2010
1166,dim. 22.08.2010,10-Meilen Laufen,Laufen,http://services.datasport.com/2010/lauf/laufen,20.0,29.0,0.0,Clear,,,sunday,22,8,2010
1167,sam. 21.08.2010,"Internationaler Matterhornlauf, Zermatt",Zermatt,http://services.datasport.com/2010/lauf/matterhorn,7.0,21.0,0.0,Patchy light rain with thunder,,,saturday,21,8,2010
1168,sam. 21.08.2010,"Mountainman, Titlis-Hasliberg-Pilatus",Sarnen,http://services.datasport.com/2010/lauf/mountainman,12.0,25.0,0.0,Patchy rain possible,,,saturday,21,8,2010
1169,mer. 18.08.2010,Tour du Pays de Vaud #2 - Genolier,Mézières VD,http://services.datasport.com/2010/lauf/tdpv/etape2,9.0,18.0,0.0,Patchy light drizzle,46.5955273,6.7702883,wednesday,18,8,2010
1170,mer. 18.08.2010,Emmenlauf Utzenstorf,Utzenstorf,http://services.datasport.com/2010/lauf/emme,12.0,19.0,0.0,Patchy rain possible,47.12816670000001,7.5588034,wednesday,18,8,2010
1171,dim. 15.08.2010,"crossrun, Therwil",Therwil,http://services.datasport.com/2010/lauf/crossrun,13.0,17.0,0.0,Heavy rain,47.4990611,7.5532808,sunday,15,8,2010
1172,sam. 14.08.2010,"Münsiger-Louf, Münsingen",Münsingen,http://services.datasport.com/2010/lauf/muensingen,14.0,22.0,0.0,Sunny,46.8746813,7.5627528,saturday,14,8,2010
1173,mer. 11.08.2010,Tour du pays de Vaud #1 – St. Prex,Yverdon-les-Bains,http://services.datasport.com/2010/lauf/tdpv/etape3,13.0,24.0,0.0,Patchy rain possible,46.7784736,6.641183,wednesday,11,8,2010
1174,dim. 08.08.2010,"Sierre-Zinal, Sierre",Sierre,http://services.datasport.com/2010/lauf/zinal,7.0,18.0,0.0,Sunny,46.29413110000001,7.533536199999999,sunday,8,8,2010
1175,sam. 07.08.2010,"Glacier 3000 Run, Gstaad",Gstaad,http://services.datasport.com/2010/lauf/glacier3000,6.0,19.0,0.0,Mist,46.4717588,7.2865728,saturday,7,8,2010
1176,dim. 01.08.2010,"Course pédestre Thyon-Dixence, Thyon",Thyon-Les Collons,http://services.datasport.com/2010/lauf/thyon,26.0,32.0,0.0,Clear,,,sunday,1,8,2010
1177,dim. 26.09.2010,"Pfäffikerseelauf, Wetzikon",Wetzikon ZH,http://services.datasport.com/2010/zkb/pfaeffiker,6.0,8.0,0.0,Patchy rain possible,,,sunday,26,9,2010
1178,dim. 26.09.2010,"Stralugano, Lugano",Lugano,http://services.datasport.com/2010/lauf/stralugano,3.0,18.0,0.0,Clear,46.0036778,8.951051999999999,sunday,26,9,2010
1179,dim. 26.09.2010,Neeracher Kinder- und Jugendlauf,Neerach,http://services.datasport.com/2010/lauf/neerach,3.0,13.0,0.0,Fog,,,sunday,26,9,2010
1180,sam. 25.09.2010,A travers Carouge - Run to Run,Carouge GE,http://services.datasport.com/2010/lauf/carouge,8.0,11.0,0.0,Moderate rain,46.1829674,6.1378539,saturday,25,9,2010
1181,sam. 25.09.2010,"Willisauer Lauf, Willisau",Willisau,http://services.datasport.com/2010/lauf/willisau,6.0,9.0,0.0,Moderate rain,,,saturday,25,9,2010
1182,sam. 18.09.2010,"Int Greifenseelauf, Uster",Uster,http://services.datasport.com/2010/lauf/Greifenseelauf,8.0,14.0,0.0,Partly cloudy,47.3482747,8.717873899999999,saturday,18,9,2010
1183,dim. 12.09.2010,IWB Basel Marathon,Basel,http://services.datasport.com/2010/lauf/runtothebeat,12.0,23.0,0.0,Moderate or heavy rain shower,47.5595986,7.5885761,sunday,12,9,2010
1184,sam. 11.09.2010,"Jungfrau-Marathon, Interlaken",Interlaken,http://services.datasport.com/2010/lauf/jungfrau,6.0,16.0,0.0,Mist,,,saturday,11,9,2010
1185,sam. 11.09.2010,Altstätter Städtlilauf,Altstätten SG,http://services.datasport.com/2010/lauf/altstaeter,5.0,21.0,0.0,Clear,,,saturday,11,9,2010
1186,sam. 11.09.2010,Türlerseelauf Affoltern am Albis,Affoltern am Albis,http://services.datasport.com/2010/zkb/affoltern,12.0,20.0,0.0,Clear,47.2795081,8.4540083,saturday,11,9,2010
1187,sam. 11.09.2010,"Burgdorfer Stadtlauf, Burgdorf",Burgdorf,http://services.datasport.com/2010/lauf/burgdorf,12.0,23.0,0.0,Partly cloudy,45.277123,-115.9129022,saturday,11,9,2010
1188,ven. 10.09.2010,"Jungfrau Minirun + Minimarathon, Interlaken",Interlaken,http://services.datasport.com/2010/lauf/jmprolog,4.0,13.0,0.0,Fog,,,friday,10,9,2010
1189,mer. 08.09.2010,Tour du Pays de Vaud #5 - La Sarraz,Penthaz,http://services.datasport.com/2010/lauf/tdpv/etape1,,,,,46.5993131,6.539251200000001,wednesday,8,9,2010
1190,sam. 04.09.2010,"Rütilauf, Rüti ZH",Rüti ZH,http://services.datasport.com/2010/zkb/rueti,13.0,20.0,0.0,Mist,47.2566995,8.854421,saturday,4,9,2010
1191,mer. 01.09.2010,Tour du Pays de Vaud #4 - Chavornay,Champvent,http://services.datasport.com/2010/lauf/tdpv/etape4,6.0,17.0,0.0,Clear,46.7829756,6.5728678,wednesday,1,9,2010
1192,dim. 31.10.2010,Lausanne Marathon,Lausanne,http://services.datasport.com/2010/lauf/lamara,3.0,12.0,0.0,Partly cloudy,46.5196535,6.6322734,sunday,31,10,2010
1193,dim. 31.10.2010,"Lucerne Marathon, Luzern",Luzern,http://services.datasport.com/2010/lauf/lucernemarathon,0.0,15.0,0.0,Clear,47.05016819999999,8.3093072,sunday,31,10,2010
1194,sam. 30.10.2010,"Glarner Stadtlauf, Glarus",Glarus,http://services.datasport.com/2010/lauf/glarus,1.0,8.0,0.0,Partly cloudy,,,saturday,30,10,2010
1195,sam. 23.10.2010,"Üetliberglauf, Zürich",Zürich,http://services.datasport.com/2010/zkb/uetliberg,5.0,14.0,0.0,Partly cloudy,47.3768866,8.541694,saturday,23,10,2010
1196,sam. 23.10.2010,Herbstlauf Burgdorf,Burgdorf,http://services.datasport.com/2010/lauf/burgherbst,2.0,10.0,0.0,Partly cloudy,45.277123,-115.9129022,saturday,23,10,2010
1197,dim. 17.10.2010,"Brienzerseelauf, Bönigen",Bönigen b. Interlaken,http://services.datasport.com/2010/lauf/brienzer,-3.0,0.0,0.0,Light rain,,,sunday,17,10,2010
1198,dim. 17.10.2010,"Bremgartenlauf, Bremgarten b.Bern",Bremgarten b. Bern,http://services.datasport.com/2010/lauf/bremgarten,3.0,6.0,0.0,Light sleet,46.9756803,7.437264300000001,sunday,17,10,2010
1199,sam. 16.10.2010,"Hallwilerseelauf, Beinwil am See",Beinwil am See,http://services.datasport.com/2010/lauf/hallwil,-1.0,7.0,0.0,Light rain,,,saturday,16,10,2010
1200,sam. 16.10.2010,"Bürenlauf, Büren an der Aare",Büren an der Aare,http://services.datasport.com/2010/lauf/bueren,2.0,7.0,0.0,Light rain,,,saturday,16,10,2010
1201,dim. 10.10.2010,Schlosslauf Rapperswil-Jona,Rapperswil SG,http://services.datasport.com/2010/lauf/schloss,7.0,15.0,0.0,Mist,47.2266239,8.818437399999999,sunday,10,10,2010
1202,sam. 02.10.2010,Morat-Fribourg,Murten,http://services.datasport.com/2010/lauf/morat,6.0,21.0,0.0,Partly cloudy,46.92922110000001,7.120184,saturday,2,10,2010
1203,dim. 28.11.2010,"Course de l'Avent, Yverdon",Fribourg,http://services.datasport.com/2010/lauf/YverdonNoel,-6.0,1.0,0.0,Partly cloudy,46.8064773,7.161971899999999,sunday,28,11,2010
1204,sam. 27.11.2010,Basler Stadtlauf,Basel,http://services.datasport.com/2010/lauf/basel,-6.0,0.0,0.0,Partly cloudy,47.5595986,7.5885761,saturday,27,11,2010
1205,sam. 27.11.2010,Foulées automnales de Meyrin,Meyrin,http://services.datasport.com/2010/lauf/meyrin,-10.0,0.0,0.0,Moderate snow,46.2283204,6.070988,saturday,27,11,2010
1206,dim. 21.11.2010,Frauenfelder,Frauenfeld,http://services.datasport.com/2010/lauf/frauenfelder,-1.0,6.0,0.0,Partly cloudy,,,sunday,21,11,2010
1207,sam. 20.11.2010,"Corrida Bulloise, Bulle",Bulle,http://services.datasport.com/2010/lauf/corrida,-4.0,5.0,0.0,Partly cloudy,46.6154512,7.057726799999999,saturday,20,11,2010
1208,sam. 20.11.2010,Langenthaler Stadtlauf,Langenthal,http://services.datasport.com/2010/lauf/langenthal,-2.0,9.0,0.0,Partly cloudy,47.2120786,7.790562299999999,saturday,20,11,2010
1209,dim. 14.11.2010,"Maratona Ticino, Tenero",Tenero,http://services.datasport.com/2010/lauf/tenero,3.0,6.0,0.0,Light drizzle,,,sunday,14,11,2010
1210,dim. 14.11.2010,"Int. Bieler Cross, Biel-Bienne",Biel/Bienne,http://services.datasport.com/2010/lauf/bielercross,4.0,15.0,0.0,Sunny,47.1367785,7.2467909,sunday,14,11,2010
1211,sam. 13.11.2010,"Kyburglauf, Kyburg",Kyburg,http://services.datasport.com/2010/lauf/kyburg,7.0,16.0,0.0,Partly cloudy,,,saturday,13,11,2010
1212,dim. 07.11.2010,"Walliseller Lauf, Wallisellen",Wallisellen,http://services.datasport.com/2010/lauf/wallisellen,8.0,11.0,0.0,Mist,,,sunday,7,11,2010
1213,dim. 07.11.2010,"Gurtenclassic, Wabern",Wabern,http://services.datasport.com/2010/lauf/gurten,4.0,10.0,0.0,Partly cloudy,46.92901639999999,7.448973199999999,sunday,7,11,2010
1214,ven. 31.12.2010,Gippinger Stauseelauf,Leuggern,http://services.datasport.com/2010/lauf/gippingen,-4.0,4.0,0.0,Freezing fog,47.5810513,8.2152586,friday,31,12,2010
1215,ven. 31.12.2010,Silvesterlauf Gersau,Gersau,http://services.datasport.com/2010/lauf/gersau,-10.0,1.0,0.0,Mist,,,friday,31,12,2010
1216,sam. 18.12.2010,"Christmas Midnight Run, Lausanne",Lausanne,http://services.datasport.com/2010/lauf/midnight,-12.0,-4.0,0.0,Partly cloudy,46.5196535,6.6322734,saturday,18,12,2010
1217,sam. 18.12.2010,"La Trotteuse-Tissot, La Chaux-de-Fonds",La Chaux-de-Fonds,http://services.datasport.com/2010/lauf/trotteuse,-7.0,-6.0,0.0,Light snow,47.1034892,6.832783800000001,saturday,18,12,2010
1218,dim. 12.12.2010,"Zürcher Silvesterlauf, Zürich",Zürich,http://services.datasport.com/2010/lauf/silvester,-2.0,4.0,0.0,Cloudy,47.3768866,8.541694,sunday,12,12,2010
1219,sam. 11.12.2010,Course Titzé de noël Sion,Sion,http://services.datasport.com/2010/lauf/sion,-9.0,-1.0,0.0,Clear,46.2331221,7.360625999999999,saturday,11,12,2010
1220,dim. 05.12.2010,"Steinhölzlilauf, Liebefeld",Liebefeld,http://services.datasport.com/2010/lauf/steinhlzli,-5.0,-1.0,0.0,Partly cloudy,46.933331,7.416668,sunday,5,12,2010
1221,sam. 04.12.2010,"Course de l'Escalade, Genève",Genève,http://services.datasport.com/2010/lauf/escalade,-17.0,-5.0,0.0,Mist,46.2043907,6.1431577,saturday,4,12,2010
1222,sam. 04.12.2010,Gossauer Weihnachtslauf,Gossau SG,http://services.datasport.com/2010/lauf/gossau,-14.0,0.0,0.0,Mist,47.4155608,9.248852,saturday,4,12,2010
1223,sam. 04.12.2010,Chlauslauf Niederrohrdorf,Niederrohrdorf,http://services.datasport.com/2010/lauf/chlaus,-11.0,1.0,0.0,Mist,,,saturday,4,12,2010
1224,sam. 08.01.2011,"Dietiker Neujahrslauf, Dietikon",Dietikon,http://services.datasport.com/2011/zkb/zhneujahr,5.0,11.0,0.0,Mist,47.4053885,8.39977,saturday,8,1,2011
1225,sam. 08.01.2011,"Swiss Snow Walk & Run, Arosa",Arosa,http://services.datasport.com/2011/lauf/arosa,-3.0,0.0,0.0,Overcast,,,saturday,8,1,2011
1226,sam. 01.01.2011,"Neujahrsmarathon Zürich, Schlieren",Schlieren,http://services.datasport.com/2011/lauf/neujahrsmarathon/,0.0,0.0,0.0,Mist,47.3982611,8.448795,saturday,1,1,2011
1227,sam. 26.02.2011,ASICS Bremgarter Reusslauf,Bremgarten AG,http://services.datasport.com/2011/lauf/reuss,-3.0,4.0,0.0,Partly cloudy,47.34917739999999,8.3397905,saturday,26,2,2011
1228,sam. 12.02.2011,"Tower-Running, Basel",Basel,http://services.datasport.com/2011/lauf/tower,0.0,11.0,0.0,Sunny,47.5595986,7.5885761,saturday,12,2,2011
1229,dim. 27.03.2011,"FISHERMAN'S FRIEND StrongmanRun, Thun",Engelberg,http://services.datasport.com/2011/lauf/strongmanrun_ch,-1.0,10.0,0.0,Patchy light drizzle,46.8200266,8.4069918,sunday,27,3,2011
1230,sam. 26.03.2011,"Badener Limmat-Lauf, Baden",Baden,http://services.datasport.com/2011/lauf/baden,7.0,14.0,0.0,Partly cloudy,48.5699281,8.5303972,saturday,26,3,2011
1231,sam. 26.03.2011,Männedörfler Waldlauf,Männedorf,http://services.datasport.com/2011/zkb/maennedorf,5.0,12.0,0.0,Partly cloudy,47.2574625,8.6946733,saturday,26,3,2011
1232,sam. 26.03.2011,Birslauf Basel,Basel,http://services.datasport.com/2011/lauf/birslauffr,3.0,15.0,0.0,Partly cloudy,47.5595986,7.5885761,saturday,26,3,2011
1233,dim. 20.03.2011,Tour de Presinge,Presinge,http://services.datasport.com/2011/lauf/presinge,-4.0,10.0,0.0,Partly cloudy,46.21860299999999,6.2535283,sunday,20,3,2011
1234,sam. 19.03.2011,Kerzerslauf,Kerzers,http://services.datasport.com/2011/lauf/kerzers,2.0,6.0,0.0,Light rain,46.97488999999999,7.1954365,saturday,19,3,2011
1235,sam. 05.03.2011,Laufsporttag Winterthur,Winterthur,http://services.datasport.com/2011/zkb/winterthur,-4.0,10.0,0.0,Clear,39.8088766,-75.6037351,saturday,5,3,2011
1236,sam. 05.03.2011,"Championnat Suisse de Cross, Sion",Sion,http://services.datasport.com/2011/lauf/cross-sion,-14.0,2.0,0.0,Clear,46.2331221,7.360625999999999,saturday,5,3,2011
1237,sam. 30.04.2011,20km de Lausanne,Lausanne,http://services.datasport.com/2011/lauf/km20,7.0,18.0,0.0,Clear,46.5196535,6.6322734,saturday,30,4,2011
1238,sam. 30.04.2011,"Chäsitzerlouf, Kehrsatz",Kehrsatz,http://services.datasport.com/2011/lauf/kehrsatz,6.0,19.0,0.0,Sunny,,,saturday,30,4,2011
1239,mer. 27.04.2011,BCN Tour Fontaine/Cernier,Chézard-St-Martin,http://services.datasport.com/2011/lauf/tdcn/etape2,16.0,25.0,0.0,Sunny,47.0624261,6.9175754,wednesday,27,4,2011
1240,mer. 27.04.2011,Tour du Chablais #1 Lavey,Ollon VD,http://services.datasport.com/2011/lauf/TourDuChablais/etappe1,3.0,12.0,0.0,Clear,46.2957462,6.9916269,wednesday,27,4,2011
1241,lun. 25.04.2011,"Giro Media Blenio, Dongio",Dongio,http://services.datasport.com/2011/lauf/blenio,2.0,6.0,0.0,Light rain shower,,,monday,25,4,2011
1242,sam. 23.04.2011,"GP Fricktal, Eiken",Eiken,http://services.datasport.com/2011/lauf/eiken,14.0,25.0,0.0,Clear,,,saturday,23,4,2011
1243,mer. 20.04.2011,BCN Tour Auvernier,Colombier NE,http://services.datasport.com/2011/lauf/tdcn/etape1,7.0,21.0,0.0,Sunny,46.9668714,6.8589727,wednesday,20,4,2011
1244,dim. 17.04.2011,"Zürich Marathon, Teamrun und Cityrun",Zürich,http://services.datasport.com/2011/lauf/zuerich,4.0,17.0,0.0,Clear,47.3768866,8.541694,sunday,17,4,2011
1245,sam. 16.04.2011,"10km, Payerne",Payerne,http://services.datasport.com/2011/lauf/payerne,2.0,14.0,0.0,Clear,46.8220266,6.9405663,saturday,16,4,2011
1246,sam. 16.04.2011,"Bündner Frühlingslauf, Domat / Ems",Thusis,http://services.datasport.com/2011/lauf/buendner,-3.0,5.0,0.0,Freezing fog,,,saturday,16,4,2011
1247,sam. 16.04.2011,"Rotseelauf, Ebikon",Ebikon,http://services.datasport.com/2011/lauf/rotsee,1.0,14.0,0.0,Clear,,,saturday,16,4,2011
1248,sam. 09.04.2011,GP der Stadt Dübendorf,Dübendorf,http://services.datasport.com/2011/zkb/gpduebendorf,9.0,20.0,0.0,Clear,47.3971476,8.618012799999999,saturday,9,4,2011
1249,sam. 09.04.2011,"Les Traine-Savates, Cheseaux-sur-Lausanne",Cheseaux-sur-Lausanne,http://services.datasport.com/2011/lauf/traines,7.0,19.0,0.0,Clear,46.585452,6.6047712,saturday,9,4,2011
1250,ven. 08.04.2011,"High Heel Run, Bern",Bern,http://services.datasport.com/2011/lauf/highheel-bern,7.0,19.0,0.0,Mist,46.9479739,7.4474468,friday,8,4,2011
1251,dim. 03.04.2011,Walking Lugano,Lugano,http://services.datasport.com/2011/lauf/lugano,7.0,20.0,0.0,Sunny,46.0036778,8.951051999999999,sunday,3,4,2011
1252,sam. 02.04.2011,Zumiker-Lauf,Zumikon,http://services.datasport.com/2011/zkb/zumiker,7.0,25.0,0.0,Clear,,,saturday,2,4,2011
1253,sam. 02.04.2011,10km Schweizer Meisterschaften Lyss,Lyss,http://services.datasport.com/2011/lauf/lyss10km,6.0,25.0,0.0,Clear,47.0746504,7.3077022,saturday,2,4,2011
1254,dim. 29.05.2011,Winterthur Marathon,Winterthur,http://services.datasport.com/2011/lauf/winterthur,12.0,25.0,0.0,Clear,39.8088766,-75.6037351,sunday,29,5,2011
1255,dim. 29.05.2011,"Blüemlisalp-Lauf, Reichenbach",Reichenbach im Kandertal,http://services.datasport.com/2011/lauf/bluemlisalp,12.0,21.0,0.0,Partly cloudy,46.6254387,7.6940529,sunday,29,5,2011
1256,sam. 28.05.2011,Lenzburger Lauf,Lenzburg,http://services.datasport.com/2011/lauf/lburger,12.0,20.0,0.0,Clear,47.3904443,8.172154500000001,saturday,28,5,2011
1257,mer. 25.05.2011,BCN Tour Neuchâtel,Neuchâtel,http://services.datasport.com/2011/lauf/tdcn/etape6,12.0,21.0,0.0,Mist,46.9899874,6.9292732,wednesday,25,5,2011
1258,mer. 25.05.2011,Tour du Chablais #5 Les Mosses,Roche VD,http://services.datasport.com/2011/lauf/TourDuChablais/etappe5,13.0,20.0,0.0,Sunny,46.3603257,6.931504599999999,wednesday,25,5,2011
1259,dim. 22.05.2011,"Dreiländer-Lauf, Basel",Basel,http://services.datasport.com/2011/lauf/dreilaender,16.0,22.0,0.0,Partly cloudy,47.5595986,7.5885761,sunday,22,5,2011
1260,sam. 21.05.2011,"Sempacherseelauf, Sursee",Sursee,http://services.datasport.com/2011/lauf/sempacherseelauf,16.0,20.0,0.0,Clear,,,saturday,21,5,2011
1261,ven. 20.05.2011,Faido Running Night,Faido,http://services.datasport.com/2011/lauf/faido,7.0,15.0,0.0,Patchy light rain with thunder,,,friday,20,5,2011
1262,mer. 18.05.2011,BCN Tour Les Ponts de Martel,Couvet,http://services.datasport.com/2011/lauf/tdcn/etape5,14.0,20.0,0.0,Mist,46.9262933,6.6324944,wednesday,18,5,2011
1263,mer. 18.05.2011,Tour du Chablais #4 Morgins,Les Mosses,http://services.datasport.com/2011/lauf/TourDuChablais/etappe4,10.0,18.0,0.0,Patchy light rain with thunder,,,wednesday,18,5,2011
1264,dim. 15.05.2011,Tell Trophy Attinghausen,Attinghausen,http://services.datasport.com/2011\lauf\telltrophy,2.0,3.0,0.0,Heavy rain,,,sunday,15,5,2011
1265,sam. 14.05.2011,"Zofinger Stadtlauf, Zofingen",Zofingen,http://services.datasport.com/2011/lauf/zofinger,13.0,22.0,0.0,Partly cloudy,,,saturday,14,5,2011
1266,mer. 11.05.2011,BCN Tour La Chaux-de-Fonds,La Chaux-de-Fonds,http://services.datasport.com/2011/lauf/tdcn/etape4,17.0,20.0,0.0,Moderate or heavy rain shower,47.1034892,6.832783800000001,wednesday,11,5,2011
1267,mer. 11.05.2011,Tour du Chablais #3 Le Bouveret,Evionnaz,http://services.datasport.com/2011/lauf/TourDuChablais/etappe3,6.0,17.0,0.0,Light rain shower,46.1782231,7.0223787,wednesday,11,5,2011
1268,sam. 07.05.2011,Luzerner Stadtlauf,Luzern,http://services.datasport.com/2011/lauf/luzern,8.0,24.0,0.0,Clear,47.05016819999999,8.3093072,saturday,7,5,2011
1269,mer. 04.05.2011,BCN Tour La Brévine,Les Ponts-de-Martel,http://services.datasport.com/2011/lauf/tdcn/etape3,6.0,12.0,0.0,Clear,46.999113,6.733554799999999,wednesday,4,5,2011
1270,mer. 04.05.2011,Tour du Chablais #2 Rennaz,Bouveret,http://services.datasport.com/2011/lauf/TourDuChablais/etappe2,4.0,11.0,0.0,Clear,46.3835529,6.854975199999999,wednesday,4,5,2011
1271,dim. 01.05.2011,"Sihltaler Frühlingslauf, Gattikon",Gattikon,http://services.datasport.com/2011/lauf/sihltaler,9.0,21.0,0.0,Sunny,47.2949282,8.5644799,sunday,1,5,2011
1272,dim. 26.06.2011,"Aletsch-Halbmarathon, Bettmeralp",Bettmeralp,http://services.datasport.com/2011/lauf/gletscherlauf,10.0,22.0,0.0,Sunny,,,sunday,26,6,2011
1273,sam. 25.06.2011,"Graubünden Marathon/Walking, Lenzerheide",Lenzerheide/Lai,http://services.datasport.com/2011/lauf/grmarathon,28.0,38.0,0.0,Partly cloudy,,,saturday,25,6,2011
1274,sam. 25.06.2011,Hellebardenlauf Sempach,Sempach Stadt,http://services.datasport.com/2011/lauf/sempach,9.0,22.0,0.0,Clear,,,saturday,25,6,2011
1275,ven. 24.06.2011,"Derendinger Abendlauf, Derendingen",Derendingen,http://services.datasport.com/2011/lauf/derendingen,10.0,17.0,0.0,Patchy rain possible,47.1952433,7.585593099999999,friday,24,6,2011
1276,mer. 22.06.2011,"Chrischonalauf, Riehen",Riehen,http://services.datasport.com/2011/lauf/chrischonalauf,16.0,20.0,0.0,Light rain shower,47.58482739999999,7.649911100000001,wednesday,22,6,2011
1277,dim. 19.06.2011,Schweizer Frauenlauf Bern,Bern,http://services.datasport.com/2011/lauf/frauenlauf,7.0,17.0,0.0,Patchy rain possible,46.9479739,7.4474468,sunday,19,6,2011
1278,sam. 18.06.2011,"Wylandlauf, Andelfingen",Andelfingen,http://services.datasport.com/2011/zkb/wyland,12.0,16.0,0.0,Light rain,,,saturday,18,6,2011
1279,sam. 18.06.2011,"Appenzellerlauf, Appenzell",Appenzell,http://services.datasport.com/2011/lauf/appenzellerlauf,10.0,12.0,0.0,Moderate rain,,,saturday,18,6,2011
1280,ven. 17.06.2011,Churer Lauf Parade,Chur,http://services.datasport.com/2011/lauf/chur,10.0,17.0,0.0,Patchy rain possible,46.8507835,9.5319859,friday,17,6,2011
1281,jeu. 16.06.2011,"Bieler Lauftage, Biel/Bienne",Biel/Bienne,http://services.datasport.com/2011/lauf/biel,14.0,22.0,0.0,Patchy rain possible,47.1367785,7.2467909,thursday,16,6,2011
1282,sam. 11.06.2011,Pfingstlauf Wohlen AG,Wohlen AG,http://services.datasport.com/2011/lauf/wohlen,13.0,16.0,0.0,Mist,47.3493653,8.2768762,saturday,11,6,2011
1283,mer. 08.06.2011,"Gempenlauf, Dornach",Dornach,http://services.datasport.com/2011/lauf/gempen,13.0,14.0,0.0,Light rain,47.4790491,7.6170412,wednesday,8,6,2011
1284,mar. 07.06.2011,"Töss-Stafette, Winterthur",Winterthur,http://services.datasport.com/2011/lauf/toess,14.0,25.0,0.0,Sunny,39.8088766,-75.6037351,tuesday,7,6,2011
1285,dim. 05.06.2011,"La Cuorsa dil Rein, Disentis",Disentis/Mustér,http://services.datasport.com/2011/lauf/cuorsadilrein,6.0,17.0,0.0,Partly cloudy,,,sunday,5,6,2011
1286,dim. 05.06.2011,"Männlichen Halbmarathon, Grindelwald",Grindelwald,http://services.datasport.com/2011/lauf/maennlichen,6.0,11.0,0.0,Mist,46.624164,8.0413962,sunday,5,6,2011
1287,sam. 04.06.2011,"Baldeggerseelauf, Hitzkirch",Hitzkirch,http://services.datasport.com/2011/lauf/baldegger,12.0,24.0,0.0,Clear,,,saturday,4,6,2011
1288,jeu. 02.06.2011,"Flughafenlauf, Kloten",Kloten,http://services.datasport.com/2011/zkb/flughafen,11.0,18.0,0.0,Cloudy,,,thursday,2,6,2011
1289,mer. 01.06.2011,Tour du Chablais #6 Aigle,Aigle,http://services.datasport.com/2011/lauf/TourDuChablais/etappe6,3.0,9.0,0.0,Moderate rain,46.3190253,6.970566,wednesday,1,6,2011
1290,ven. 22.07.2011,"Aegeriseelauf, Oberägeri",Oberägeri,http://services.datasport.com/2011/lauf/aegeri,,,,,,,friday,22,7,2011
1291,dim. 10.07.2011,Montreux - Les Rochers de Naye,Montreux,http://services.datasport.com/2011/lauf/montreux,15.0,21.0,0.0,Mist,46.4312213,6.9106799,sunday,10,7,2011
